character,G_x,G_y,M,Euclid
鎮,251,258,45533,8.06225774829855
追,246,270,37477,20.396078054371138
椎,249,253,40741,3.1622776601683795
墜,249,258,42497,8.06225774829855
通,257,251,42344,7.0710678118654755
痛,265,256,42129,16.15549442140351
塚,257,233,35774,18.384776310850235
漬,265,255,39840,15.811388300841896
坪,251,221,31616,29.017236257093817
爪,252,251,25047,2.23606797749979
鶴,255,256,49286,7.810249675906654
低,252,259,36887,9.219544457292887
呈,248,260,30927,10.198039027185569
廷,245,261,33243,12.083045973594572
弟,270,249,33907,20.024984394500787
定,246,255,30296,6.4031242374328485
底,245,270,36863,20.615528128088304
抵,244,262,39563,13.416407864998739
邸,252,241,39374,9.219544457292887
亭,246,234,33750,16.492422502470642
貞,260,259,33648,13.45362404707371
帝,249,242,32902,8.06225774829855
訂,227,247,30183,23.194827009486403
庭,248,264,37343,14.142135623730951
逓,256,257,41492,9.219544457292887
停,261,237,36914,17.029386365926403
偵,269,256,38206,19.924858845171276
堤,255,239,37698,12.083045973594572
提,247,251,40421,3.1622776601683795
程,249,248,39669,2.23606797749979
艇,237,263,41925,18.384776310850235
締,246,250,44047,4.0
諦,251,249,42839,1.4142135623730951
泥,257,246,34420,8.06225774829855
的,245,256,33438,7.810249675906654
笛,250,254,36613,4.0
摘,265,258,44787,17.0
滴,271,256,39239,21.840329667841555
適,256,264,43222,15.231546211727817
敵,233,259,43352,19.235384061671343
溺,272,241,39992,23.769728648009426
迭,245,264,35391,14.866068747318506
哲,240,239,34328,14.866068747318506
鉄,240,256,38802,11.661903789690601
徹,251,251,43851,1.4142135623730951
撤,247,255,45481,5.830951894845301
天,251,234,25267,16.0312195418814
典,250,251,37240,1.0
店,258,262,31227,14.422205101855956
点,251,274,26620,24.020824298928627
展,245,245,41707,7.0710678118654755
添,254,250,37224,4.0
転,238,259,38966,15.0
塡,265,251,40897,15.033296378372908
田,249,236,32210,14.035668847618199
伝,254,265,30948,15.524174696260024
殿,243,238,44385,13.892443989449804
電,255,241,42817,10.295630140987
斗,253,250,21671,3.0
吐,235,273,26910,27.459060435491963
妬,250,251,34555,1.0
徒,247,258,35149,8.54400374531753
途,252,269,37167,19.1049731745428
都,260,242,42648,12.806248474865697
渡,258,255,38668,9.433981132056603
塗,256,269,36105,19.924858845171276
賭,245,249,44086,5.0990195135927845
土,249,299,21080,49.01020301937138
奴,243,250,32227,7.0
努,243,242,34901,10.63014581273465
度,252,253,38135,3.605551275463989
怒,246,256,35004,7.211102550927978
刀,289,232,23080,42.95346318982906
冬,250,246,27024,4.0
灯,237,240,26560,16.401219466856727
当,264,276,28971,29.5296461204668
投,249,253,36088,3.1622776601683795
豆,245,259,29812,10.295630140987
東,252,248,35918,2.8284271247461903
到,266,249,36009,16.0312195418814
逃,251,269,38085,19.026297590440446
倒,271,249,38283,21.02379604162864
凍,257,249,37077,7.0710678118654755
唐,253,251,40760,3.1622776601683795
島,247,261,35472,11.40175425099138
桃,250,255,40193,5.0
討,238,255,33844,13.0
透,259,261,40468,14.212670403551895
党,254,253,35118,5.0
悼,243,245,38382,8.602325267042627
盗,256,284,38419,34.52535300326414
陶,250,247,42073,3.0
塔,254,245,37564,6.4031242374328485
搭,247,250,40804,3.0
棟,251,246,41782,4.123105625617661
湯,265,242,39483,17.0
痘,250,260,38117,10.0
登,252,256,38161,6.324555320336759
答,249,244,35821,6.082762530298219
等,250,236,33823,14.0
筒,253,244,38146,6.708203932499369
統,244,258,40894,10.0
稲,265,256,41264,16.15549442140351
踏,246,257,42524,8.06225774829855
糖,252,246,46115,4.47213595499958
頭,261,239,42832,15.556349186104045
謄,245,248,47470,5.385164807134504
藤,247,257,46481,7.615773105863909
闘,252,236,48507,14.142135623730951
騰,248,250,49641,2.0
同,256,231,33878,19.924858845171276
洞,277,236,36921,30.4138126514911
胴,264,237,45193,19.1049731745428
動,250,257,45218,7.0
堂,245,265,36674,15.811388300841896
童,248,271,42946,21.095023109728988
道,254,263,39907,13.601470508735444
働,262,254,46795,12.649110640673518
銅,266,248,44479,16.1245154965971
導,250,240,40372,10.0
瞳,240,264,46097,17.204650534085253
峠,248,244,31750,6.324555320336759
匿,228,246,39797,22.360679774997898
特,248,245,37388,5.385164807134504
得,266,237,39350,20.615528128088304
督,248,248,39318,2.8284271247461903
徳,259,258,39164,12.041594578792296
篤,251,248,38809,2.23606797749979
毒,254,256,38597,7.211102550927978
独,258,263,37240,15.264337522473747
読,247,259,40818,9.486832980505138
栃,250,250,37857,0.0
凸,246,259,25692,9.848857801796104
突,250,243,33789,7.0
届,273,249,38702,23.021728866442675
屯,251,273,28425,23.021728866442675
豚,239,239,41700,15.556349186104045
頓,259,246,41994,9.848857801796104
貪,255,258,37612,9.433981132056603
鈍,251,269,39558,19.026297590440446
曇,246,248,44608,4.47213595499958
丼,247,244,33054,6.708203932499369
那,259,222,37879,29.410882339705484
奈,247,250,33241,3.0
内,256,254,30210,7.211102550927978
梨,251,247,37998,3.1622776601683795
謎,248,262,40677,12.165525060596439
鍋,263,253,45035,13.341664064126334
南,253,259,39050,9.486832980505138
軟,231,251,38418,19.026297590440446
難,240,249,46003,10.04987562112089
二,249,271,14215,21.02379604162864
尼,258,246,32560,8.94427190999916
弐,256,254,28892,7.211102550927978
匂,276,253,27996,26.1725046566048
肉,256,253,33415,6.708203932499369
虹,223,272,32754,34.828149534535996
日,250,237,26558,13.0
入,254,276,17351,26.30589287593181
乳,236,258,31509,16.1245154965971
尿,247,239,34648,11.40175425099138
任,250,255,29560,5.0
妊,246,258,32749,8.94427190999916
忍,252,247,32831,3.605551275463989
認,252,252,41722,2.8284271247461903
寧,248,240,38929,10.198039027185569
熱,245,254,41150,6.4031242374328485
年,242,234,28129,17.88854381999832
念,256,270,32073,20.8806130178211
捻,251,265,38277,15.033296378372908
粘,249,258,35642,8.06225774829855
燃,252,247,41052,3.605551275463989
悩,263,259,39087,15.811388300841896
納,257,260,41638,12.206555615733702
能,246,263,42567,13.601470508735444
脳,263,258,42589,15.264337522473747
農,249,255,43875,5.0990195135927845
濃,258,255,45580,9.433981132056603
把,250,254,38029,4.0
波,257,256,35922,9.219544457292887
派,244,255,31765,7.810249675906654
破,250,257,40294,7.0
覇,265,240,47826,18.027756377319946
馬,259,243,35761,11.40175425099138
婆,256,253,40511,6.708203932499369
罵,258,233,41183,18.788294228055936
拝,247,234,35585,16.278820596099706
杯,246,239,32960,11.704699910719626
背,256,245,36033,7.810249675906654
肺,248,245,40395,5.385164807134504
俳,255,245,36407,7.0710678118654755
配,232,248,40062,18.110770276274835
排,249,249,37577,1.4142135623730951
敗,233,249,38196,17.029386365926403
廃,258,256,41461,10.0
輩,249,245,43566,5.0990195135927845
売,255,255,33945,7.0710678118654755
倍,253,254,35681,5.0
梅,252,251,41754,2.23606797749979
培,256,253,35091,6.708203932499369
陪,230,245,38517,20.615528128088304
媒,254,246,41759,5.656854249492381
買,254,229,39463,21.37755832643195
賠,240,249,41468,10.04987562112089
白,247,263,28848,13.341664064126334
伯,268,257,34223,19.313207915827967
拍,262,259,36464,15.0
泊,271,262,30860,24.186773244895647
迫,247,271,35478,21.213203435596427
剝,265,252,40232,15.132745950421556
舶,254,263,40617,13.601470508735444
博,260,238,41487,15.620499351813308
薄,258,243,40574,10.63014581273465
麦,248,262,34183,12.165525060596439
漠,259,249,38659,9.055385138137417
縛,253,248,46511,3.605551275463989
爆,258,241,44975,12.041594578792296
箱,260,249,40371,10.04987562112089
箸,252,249,40093,2.23606797749979
畑,266,252,37438,16.1245154965971
肌,243,246,36426,8.06225774829855
八,259,263,15991,15.811388300841896
鉢,241,254,38738,9.848857801796104
発,255,248,38138,5.385164807134504
髪,246,254,41969,5.656854249492381
伐,263,254,32020,13.601470508735444
抜,242,259,36111,12.041594578792296
罰,266,237,40427,20.615528128088304
閥,255,232,44936,18.681541692269406
反,244,244,30535,8.48528137423857
半,249,240,26178,10.04987562112089
氾,258,258,29671,11.313708498984761
犯,251,258,34115,8.06225774829855
帆,234,248,36541,16.1245154965971
汎,248,250,28964,2.0
伴,250,240,31895,10.0
判,273,243,34472,24.041630560342615
坂,249,245,35164,5.0990195135927845
阪,223,234,39179,31.38470965295043
板,248,252,39366,2.8284271247461903
版,243,248,40051,7.280109889280518
班,251,250,35641,1.0
畔,237,231,35610,23.021728866442675
般,243,259,41768,11.40175425099138
販,238,239,42759,16.278820596099706
斑,251,253,37747,3.1622776601683795
飯,245,257,41627,8.602325267042627
搬,249,257,46667,7.0710678118654755
煩,265,244,40655,16.15549442140351
頒,266,237,40063,20.615528128088304
範,245,252,44052,5.385164807134504
繁,246,236,41036,14.560219778561036
藩,256,253,43745,6.708203932499369
晩,242,254,40967,8.94427190999916
番,253,256,41313,6.708203932499369
蛮,252,260,38238,10.198039027185569
盤,248,267,47474,17.11724276862369
比,243,277,27873,27.892651361962706
皮,248,265,34176,15.132745950421556
妃,248,259,33169,9.219544457292887
否,254,235,30332,15.524174696260024
批,245,264,36524,14.866068747318506
彼,256,255,39784,7.810249675906654
披,248,257,41278,7.280109889280518
肥,246,244,40274,7.211102550927978
非,247,244,32316,6.708203932499369
卑,243,236,33249,15.652475842498529
飛,262,243,39384,13.892443989449804
疲,253,257,40250,7.615773105863909
秘,246,252,35303,4.47213595499958
被,254,254,40805,5.656854249492381
悲,246,256,35307,7.211102550927978
扉,255,236,42324,14.866068747318506
費,253,243,44070,7.615773105863909
碑,251,242,38910,8.06225774829855
罷,245,247,44315,5.830951894845301
避,256,259,43966,10.816653826391969
尾,257,247,37515,7.615773105863909
眉,273,240,38737,25.079872407968907
美,254,260,32765,10.770329614269007
備,265,260,45456,18.027756377319946
微,251,247,41224,3.1622776601683795
鼻,245,254,40084,6.4031242374328485
膝,245,252,44388,5.385164807134504
肘,240,249,35197,10.04987562112089
匹,220,248,29175,30.066592756745816
必,250,266,29039,16.0
泌,257,265,30521,16.55294535724685
筆,249,243,40939,7.0710678118654755
姫,255,246,39571,6.4031242374328485
百,248,235,29814,15.132745950421556
氷,243,258,29173,10.63014581273465
表,250,265,34704,15.0
俵,252,258,38585,8.246211251235321
票,248,235,39435,15.132745950421556
評,239,229,37208,23.706539182259394
漂,266,235,40591,21.93171219946131
標,262,240,44471,15.620499351813308
苗,249,256,35833,6.082762530298219
秒,241,245,34668,10.295630140987
病,265,257,39277,16.55294535724685
描,257,260,40625,12.206555615733702
猫,259,257,41166,11.40175425099138
品,247,261,32192,11.40175425099138
浜,251,254,30428,4.123105625617661
貧,253,254,36310,5.0
賓,259,248,41099,9.219544457292887
頻,260,244,42631,11.661903789690601
敏,242,255,40880,9.433981132056603
瓶,246,254,42469,5.656854249492381
不,259,212,23221,39.05124837953327
夫,252,266,25402,16.1245154965971
父,257,253,22820,7.615773105863909
付,253,246,28316,5.0
布,257,237,30652,14.7648230602334
扶,240,259,33618,13.45362404707371
府,251,252,33268,2.23606797749979
怖,246,239,38859,11.704699910719626
阜,245,249,32697,5.0990195135927845
附,234,241,37000,18.35755975068582
訃,230,255,32145,20.615528128088304
負,252,257,34597,7.280109889280518
赴,239,268,33310,21.095023109728988
浮,258,240,31341,12.806248474865697
婦,261,236,41174,17.804493814764857
符,254,236,32877,14.560219778561036
富,246,256,39556,7.211102550927978
普,249,251,38407,1.4142135623730951
腐,261,252,42033,11.180339887498949
敷,234,252,43931,16.1245154965971
膚,263,248,44155,13.152946437965905
賦,246,254,41871,5.656854249492381
譜,252,256,45350,6.324555320336759
侮,255,253,39916,5.830951894845301
武,249,261,33069,11.045361017187261
部,256,242,38447,10.0
舞,249,244,44504,6.082762530298219
封,243,256,33190,9.219544457292887
風,255,245,41144,7.0710678118654755
伏,250,248,31068,2.0
服,247,242,42404,8.54400374531753
副,257,258,42605,10.63014581273465
幅,255,253,44294,5.830951894845301
復,254,249,39437,4.123105625617661
福,272,256,42334,22.80350850198276
腹,242,252,44014,8.246211251235321
複,253,249,40778,3.1622776601683795
覆,251,238,45339,12.041594578792296
払,232,274,30366,30.0
沸,272,244,38487,22.80350850198276
仏,247,273,26905,23.194827009486403
物,263,245,37803,13.92838827718412
粉,238,247,36507,12.36931687685298
紛,234,258,37814,17.88854381999832
雰,251,231,38136,19.026297590440446
噴,259,245,39997,10.295630140987
墳,263,247,40808,13.341664064126334
憤,251,246,44099,4.123105625617661
奮,244,257,45118,9.219544457292887
分,255,257,25815,8.602325267042627
文,257,250,25718,7.0
聞,253,232,45207,18.24828759089466
丙,257,229,33493,22.135943621178654
平,250,210,26240,40.0
兵,248,258,28494,8.246211251235321
併,251,243,34838,7.0710678118654755
並,251,276,33712,26.019223662515376
柄,264,247,40133,14.317821063276353
陛,228,250,40761,22.0
閉,254,230,42567,20.396078054371138
塀,258,231,39960,20.615528128088304
幣,233,223,38482,31.906112267087632
弊,241,232,40639,20.12461179749811
蔽,235,259,42317,17.4928556845359
餅,246,247,41084,5.0
米,251,253,28741,3.1622776601683795
壁,248,255,39980,5.385164807134504
璧,252,257,41779,7.280109889280518
癖,252,256,44180,6.324555320336759
別,271,251,35539,21.02379604162864
蔑,256,249,40445,6.082762530298219
片,245,241,22746,10.295630140987
辺,252,256,33770,6.324555320336759
返,246,255,37020,6.4031242374328485
変,250,251,35652,1.0
偏,275,254,44765,25.317977802344327
遍,259,256,45878,10.816653826391969
編,263,256,50237,14.317821063276353
弁,247,253,28701,4.242640687119285
便,251,244,39513,6.082762530298219
勉,250,263,42022,13.0
歩,251,243,29788,7.0710678118654755
保,252,243,35357,7.280109889280518
哺,270,251,41187,20.024984394500787
捕,268,258,44261,19.697715603592208
補,269,256,42016,19.924858845171276
舗,266,263,44608,20.615528128088304
母,259,234,35467,18.35755975068582
募,247,250,41705,3.0
墓,246,268,43754,18.439088914585774
慕,247,252,42782,3.605551275463989
暮,248,255,43383,5.385164807134504
簿,259,241,41769,12.727922061357855
方,252,250,25167,2.0
包,257,276,31944,26.92582403567252
芳,247,239,31570,11.40175425099138
邦,260,231,34908,21.470910553583888
奉,251,243,37115,7.0710678118654755
宝,250,265,32892,15.0
抱,256,264,39366,15.231546211727817
放,244,258,35395,10.0
法,260,269,31385,21.470910553583888
泡,263,268,34881,22.20360331117452
胞,251,264,42420,14.035668847618199
俸,253,243,39526,7.615773105863909
倣,250,252,40719,2.0
峰,252,247,37383,3.605551275463989
砲,256,266,39476,17.08800749063506
崩,271,264,39529,25.238858928247925
訪,241,252,36306,9.219544457292887
報,250,249,43352,1.0
蜂,248,253,41612,3.605551275463989
豊,246,259,41293,9.848857801796104
飽,255,264,43396,14.866068747318506
褒,250,252,40383,2.0
縫,241,265,45595,17.4928556845359
亡,239,263,19468,17.029386365926403
乏,247,267,24783,17.26267650163207
忙,221,248,28080,29.068883707497267
坊,252,248,31057,2.8284271247461903
妨,249,252,33988,2.23606797749979
忘,244,270,28791,20.8806130178211
防,224,240,35039,27.85677655436824
房,257,233,37132,18.384776310850235
肪,243,251,37987,7.0710678118654755
某,249,247,35473,3.1622776601683795
冒,252,233,41044,17.11724276862369
剖,270,257,37172,21.18962010041709
紡,237,255,37462,13.92838827718412
望,255,250,37028,5.0
傍,260,246,39838,10.770329614269007
帽,262,242,44412,14.422205101855956
棒,246,244,41265,7.211102550927978
貿,255,242,38980,9.433981132056603
貌,254,258,41200,8.94427190999916
暴,250,246,43140,4.0
膨,239,244,43496,12.529964086141668
謀,247,249,43642,3.1622776601683795
頰,261,241,42324,14.212670403551895
北,256,276,27646,26.68332812825267
木,249,247,24153,3.1622776601683795
朴,237,247,27862,13.341664064126334
牧,241,251,35750,9.055385138137417
睦,234,267,41900,23.345235059857504
僕,258,246,41162,8.94427190999916
墨,249,254,43240,4.123105625617661
撲,252,248,42838,2.8284271247461903
没,256,247,30848,6.708203932499369
勃,254,253,37457,5.0
堀,274,244,40549,24.73863375370596
本,251,254,28222,4.123105625617661
奔,248,241,34158,9.219544457292887
翻,260,251,49493,10.04987562112089
凡,256,249,24419,6.082762530298219
盆,252,279,38000,29.068883707497267
麻,250,256,37879,6.0
摩,252,243,40903,7.280109889280518
磨,253,250,42206,3.0
魔,263,259,47324,15.811388300841896
毎,254,253,36804,5.0
妹,244,252,34780,6.324555320336759
枚,243,253,34649,7.615773105863909
昧,228,249,36287,22.02271554554524
埋,260,250,38125,10.0
幕,250,242,41676,8.0
膜,247,251,46457,3.1622776601683795
枕,251,254,35844,4.123105625617661
又,250,238,22623,12.0
末,250,252,28457,2.0
抹,241,256,35651,10.816653826391969
万,253,228,24484,22.20360331117452
満,266,255,41715,16.76305461424021
慢,250,245,43198,5.0
漫,257,242,38288,10.63014581273465
未,250,256,28793,6.0
味,241,247,32009,9.486832980505138
魅,249,265,46234,15.033296378372908
岬,256,216,35183,34.52535300326414
密,253,248,37344,3.605551275463989
蜜,256,261,43108,12.529964086141668
脈,238,254,40264,12.649110640673518
妙,242,246,33014,8.94427190999916
民,244,244,34197,8.48528137423857
眠,232,237,41916,22.20360331117452
矛,252,224,28988,26.076809620810597
務,249,249,41928,1.4142135623730951
無,248,262,41221,12.165525060596439
夢,244,236,38068,15.231546211727817
霧,254,244,48129,7.211102550927978
娘,248,259,39379,9.219544457292887
名,279,262,29255,31.38470965295043
命,254,251,31581,4.123105625617661
明,262,227,38305,25.942243542145693
迷,249,267,35799,17.029386365926403
冥,246,229,35180,21.37755832643195
盟,252,257,43588,7.280109889280518
銘,261,259,39969,14.212670403551895
鳴,264,255,39441,14.866068747318506
滅,262,263,39114,17.69180601295413
免,252,260,33714,10.198039027185569
面,251,246,36755,4.123105625617661
綿,258,254,43254,8.94427190999916
麺,255,261,45427,12.083045973594572
茂,265,246,34093,15.524174696260024
模,253,250,43373,3.0
毛,264,271,28373,25.238858928247925
妄,248,260,33656,10.198039027185569
盲,250,254,35448,4.0
耗,246,253,37215,5.0
猛,251,265,42076,15.033296378372908
網,264,248,49238,14.142135623730951
目,249,235,30749,15.033296378372908
黙,235,242,39652,17.0
門,255,211,32795,39.319206502675
紋,232,256,37060,18.973665961010276
問,253,227,40620,23.194827009486403
冶,269,267,29592,25.495097567963924
夜,251,253,34350,3.1622776601683795
野,240,223,40098,28.792360097775937
弥,234,251,35080,16.0312195418814
厄,256,251,32261,6.082762530298219
役,254,252,34470,4.47213595499958
約,252,254,34838,4.47213595499958
訳,237,242,36643,15.264337522473747
薬,250,248,40911,2.0
躍,253,241,48220,9.486832980505138
闇,253,235,47060,15.297058540778355
由,250,276,32159,26.0
油,268,272,34815,28.42534080710379
喩,253,264,39688,14.317821063276353
愉,247,260,42379,10.44030650891055
諭,248,267,44774,17.11724276862369
輸,243,258,47428,10.63014581273465
癒,255,259,44441,10.295630140987
唯,249,249,37495,1.4142135623730951
友,245,263,29098,13.92838827718412
有,255,252,32078,5.385164807134504
勇,269,237,38158,23.021728866442675
幽,253,267,46202,17.26267650163207
悠,253,257,37054,7.615773105863909
郵,251,240,43810,10.04987562112089
湧,276,239,39515,28.231188426986208
猶,264,256,45294,15.231546211727817
裕,253,255,36357,5.830951894845301
遊,253,264,41294,14.317821063276353
雄,249,256,41425,6.082762530298219
誘,248,253,41331,3.605551275463989
憂,246,243,44150,8.06225774829855
融,243,264,47293,15.652475842498529
優,262,246,44373,12.649110640673518
与,255,257,26012,8.602325267042627
予,259,214,24583,37.107950630558946
余,252,259,30957,9.219544457292887
誉,251,244,39142,6.082762530298219
預,268,231,40600,26.1725046566048
幼,263,266,33117,20.615528128088304
用,279,229,36078,35.805027579936315
羊,248,234,26742,16.1245154965971
妖,244,252,34040,6.324555320336759
洋,252,236,29663,14.142135623730951
要,248,241,39625,9.219544457292887
容,250,251,35866,1.0
庸,261,255,46554,12.083045973594572
揚,256,250,44463,6.0
揺,254,258,41138,8.94427190999916
葉,248,244,39964,6.324555320336759
陽,241,235,44999,17.4928556845359
溶,257,254,36527,8.06225774829855
腰,252,238,48139,12.165525060596439
様,251,253,41860,3.1622776601683795
瘍,258,250,44079,8.0
踊,268,243,45656,19.313207915827967
窯,250,251,38150,1.0
養,253,258,42192,8.54400374531753
擁,253,258,45339,8.54400374531753
謡,250,261,41865,11.0
曜,246,239,46454,11.704699910719626
抑,252,243,35606,7.280109889280518
沃,250,252,28364,2.0
浴,254,254,31703,5.656854249492381
欲,244,257,35978,9.219544457292887
翌,253,246,38847,5.0
翼,249,240,44804,10.04987562112089
拉,243,266,33256,17.46424919657298
裸,258,235,42098,17.0
羅,241,243,47046,11.40175425099138
来,252,250,32887,2.0
雷,243,240,41531,12.206555615733702
頼,255,245,45922,7.0710678118654755
絡,237,261,41409,17.029386365926403
落,248,253,36414,3.605551275463989
酪,232,257,45915,19.313207915827967
辣,245,245,41596,7.0710678118654755
乱,240,269,33287,21.470910553583888
卵,259,241,37260,12.727922061357855
覧,238,248,39249,12.165525060596439
濫,247,265,43346,15.297058540778355
藍,238,270,42899,23.323807579381203
欄,275,243,52092,25.96150997149434
吏,242,260,31702,12.806248474865697
利,271,246,33854,21.37755832643195
里,248,249,36660,2.23606797749979
理,259,241,40162,12.727922061357855
痢,262,255,40336,13.0
裏,250,255,42516,5.0
履,253,239,43937,11.40175425099138
璃,276,255,41041,26.476404589747453
離,235,255,48835,15.811388300841896
陸,229,254,41588,21.37755832643195
立,250,285,25828,35.0
律,262,244,39426,13.416407864998739
慄,252,237,44114,13.152946437965905
略,242,249,39381,8.06225774829855
柳,261,241,40273,14.212670403551895
流,260,263,33855,16.401219466856727
留,251,255,40847,5.0990195135927845
竜,260,260,39230,14.142135623730951
粒,238,254,37335,12.649110640673518
隆,231,249,42448,19.026297590440446
硫,254,259,39487,9.848857801796104
侶,268,255,37239,18.681541692269406
旅,238,254,34244,12.649110640673518
虜,265,253,44038,15.297058540778355
慮,258,262,43777,14.422205101855956
了,260,214,16555,37.36308338453881
両,257,236,38351,15.652475842498529
良,233,267,33729,24.041630560342615
料,236,241,33939,16.64331697709324
涼,260,252,33004,10.198039027185569
猟,258,255,43231,9.433981132056603
陵,230,247,41375,20.223748416156685
量,248,256,44458,6.324555320336759
僚,257,247,41489,7.615773105863909
領,272,237,40431,25.553864678361276
寮,246,240,40753,10.770329614269007
療,253,246,44657,5.0
瞭,237,246,44983,13.601470508735444
糧,254,245,49676,6.4031242374328485
力,283,262,24497,35.11409973215888
緑,244,250,44160,6.0
林,247,247,34411,4.242640687119285
厘,250,247,41168,3.0
倫,253,265,42273,15.297058540778355
輪,248,261,48311,11.180339887498949
隣,238,241,45252,15.0
臨,239,261,45830,15.556349186104045
瑠,271,253,42804,21.213203435596427
涙,256,240,38301,11.661903789690601
累,257,231,39596,20.248456731316587
塁,250,251,41651,1.0
類,257,242,45079,10.63014581273465
令,257,250,26713,7.0
礼,245,263,28051,13.92838827718412
冷,262,249,26136,12.041594578792296
励,258,260,40452,12.806248474865697
戻,253,235,36919,15.297058540778355
例,273,245,37009,23.53720459187964
鈴,239,251,36093,11.045361017187261
零,252,227,38957,23.08679276123039
霊,247,256,44882,6.708203932499369
隷,251,258,44874,8.06225774829855
齢,227,256,43429,23.769728648009426
麗,252,254,47752,4.47213595499958
暦,253,240,42686,10.44030650891055
歴,251,247,40430,3.1622776601683795
列,274,237,31980,27.294688127912362
劣,270,258,30967,21.540659228538015
烈,250,245,33007,5.0
裂,243,256,40674,9.219544457292887
恋,250,258,34426,8.0
連,258,263,43256,15.264337522473747
廉,252,250,45832,2.0
練,243,252,46458,7.280109889280518
錬,249,251,46661,1.4142135623730951
呂,247,246,31882,5.0
炉,244,222,31454,28.635642126552707
賂,239,254,42824,11.704699910719626
路,241,255,43497,10.295630140987
露,243,246,45640,8.06225774829855
老,258,264,33912,16.1245154965971
労,250,247,33848,3.0
弄,248,236,31452,14.142135623730951
郎,247,242,38602,8.54400374531753
朗,264,250,41583,14.0
浪,250,259,34722,9.0
廊,261,254,41457,11.704699910719626
楼,252,254,41286,4.47213595499958
漏,271,249,44961,21.02379604162864
籠,249,262,48721,12.041594578792296
六,255,251,20633,5.0990195135927845
録,251,248,43834,2.23606797749979
麓,251,262,48727,12.041594578792296
論,251,267,45978,17.029386365926403
和,248,243,31630,7.280109889280518
話,243,260,39103,12.206555615733702
賄,247,251,44092,3.1622776601683795
脇,256,263,45857,14.317821063276353
惑,252,259,40130,9.219544457292887
枠,249,241,34570,9.055385138137417
湾,269,240,38212,21.470910553583888
腕,247,256,46708,6.708203932499369
丑,254,258,32879,8.94427190999916
丞,253,260,34567,10.44030650891055
乃,280,229,23508,36.61966684720111
之,249,272,22262,22.02271554554524
乎,249,237,26500,13.038404810405298
也,261,277,31700,29.154759474226502
云,253,257,26623,7.615773105863909
亘,246,258,34773,8.94427190999916
些,249,265,32650,15.033296378372908
亦,253,248,29291,3.605551275463989
亥,250,248,27893,2.0
亨,252,218,28915,32.0624390837628
亮,254,252,35018,4.47213595499958
仔,243,239,28798,13.038404810405298
伊,246,220,33921,30.265491900843113
伍,251,261,33611,11.045361017187261
伽,261,260,38739,14.866068747318506
佃,271,254,36070,21.37755832643195
佑,251,256,33043,6.082762530298219
伶,248,245,30867,5.385164807134504
侃,257,258,35968,10.63014581273465
侑,260,252,38591,10.198039027185569
俄,259,255,41527,10.295630140987
俠,249,249,34439,1.4142135623730951
俣,256,245,35933,7.810249675906654
俐,271,247,38639,21.213203435596427
倭,256,250,41453,6.0
俱,249,247,43090,3.1622776601683795
倦,256,252,39963,6.324555320336759
倖,257,240,35259,12.206555615733702
偲,261,245,39702,12.083045973594572
傭,268,255,48262,18.681541692269406
儲,260,256,45240,11.661903789690601
允,260,277,27866,28.792360097775937
兎,259,263,35258,15.811388300841896
兜,256,250,34135,6.0
其,251,250,33810,1.0
冴,264,230,30051,24.413111231467404
凌,261,260,33952,14.866068747318506
凜,263,247,39364,13.341664064126334
凧,253,240,36846,10.44030650891055
凪,250,253,37982,3.0
凰,250,248,45003,2.0
凱,239,256,40615,12.529964086141668
函,252,254,36292,4.47213595499958
劉,261,251,42718,11.045361017187261
劫,264,264,35224,19.79898987322333
勁,255,254,39231,6.4031242374328485
勺,288,239,21409,39.56008088970496
勿,274,247,28008,24.186773244895647
匁,258,259,30187,12.041594578792296
匡,223,246,34985,27.294688127912362
廿,250,254,26509,4.0
卜,206,248,14011,44.04543109109048
卯,258,239,33129,13.601470508735444
卿,255,237,42254,13.92838827718412
厨,249,241,39384,9.055385138137417
厩,249,243,44875,7.0710678118654755
叉,253,235,25276,15.297058540778355
叡,233,257,43733,18.384776310850235
叢,247,255,44976,5.830951894845301
叶,235,234,23950,21.93171219946131
只,252,229,23311,21.095023109728988
吾,248,239,33807,11.180339887498949
吞,249,247,43090,3.1622776601683795
吻,268,245,33002,18.681541692269406
哉,259,262,37709,15.0
哨,272,250,35838,22.0
啄,248,234,33768,16.1245154965971
哩,254,239,37911,11.704699910719626
喬,254,250,41271,4.0
喧,254,262,37406,12.649110640673518
喰,250,257,38262,7.0
喋,253,238,39682,12.36931687685298
嘩,259,235,42240,17.4928556845359
嘉,248,265,41509,15.132745950421556
嘗,244,245,42051,7.810249675906654
噌,269,243,41184,20.248456731316587
噂,258,239,41536,13.601470508735444
圃,249,241,47987,9.055385138137417
圭,250,283,28582,33.0
坐,248,281,30341,31.064449134018133
尭,258,261,35195,13.601470508735444
坦,254,255,33966,6.4031242374328485
埴,263,267,38407,21.400934559032695
堰,259,235,43222,17.4928556845359
堺,256,220,36777,30.59411708155671
堵,260,250,36985,10.0
塙,269,253,38927,19.235384061671343
壕,259,248,42890,9.219544457292887
壬,250,267,24943,17.0
夷,259,253,36761,9.486832980505138
奄,258,260,39055,12.806248474865697
奎,251,269,38536,19.026297590440446
套,246,262,39413,12.649110640673518
娃,248,271,36051,21.095023109728988
姪,247,260,37699,10.44030650891055
姥,259,258,38223,12.041594578792296
娩,257,258,40264,10.63014581273465
