character,G_x,G_y,M,Euclid
活,252,258,30435,8.246211251235321
喝,248,236,39518,14.142135623730951
渇,261,251,36094,11.045361017187261
割,269,248,41427,19.1049731745428
葛,256,248,35579,6.324555320336759
滑,252,245,36141,5.385164807134504
褐,263,248,39105,13.152946437965905
轄,245,247,42883,5.830951894845301
且,251,266,26531,16.0312195418814
株,242,245,37137,9.433981132056603
釜,261,261,33332,15.556349186104045
鎌,252,255,45740,5.385164807134504
刈,292,243,30032,42.579337712087536
干,258,220,17073,31.04834939252005
刊,283,239,29903,34.785054261852174
甘,249,244,24775,6.082762530298219
汗,236,237,23687,19.1049731745428
缶,248,265,26251,15.132745950421556
完,264,261,27024,17.804493814764857
肝,225,237,31758,28.178005607210743
官,245,248,27442,5.385164807134504
冠,263,264,36236,19.1049731745428
巻,259,258,33599,12.041594578792296
看,255,249,32183,5.0990195135927845
陥,235,259,39741,17.4928556845359
乾,235,254,35653,15.524174696260024
勘,251,251,42095,1.4142135623730951
患,248,264,34076,14.142135623730951
貫,251,239,34746,11.045361017187261
寒,256,232,33399,18.973665961010276
喚,240,247,40319,10.44030650891055
堪,253,243,38892,7.615773105863909
換,244,250,42732,6.0
敢,244,250,36457,6.0
棺,244,251,36823,6.082762530298219
款,244,252,33911,6.324555320336759
間,247,238,41706,12.36931687685298
閑,249,240,43363,10.04987562112089
勧,246,255,40412,6.4031242374328485
寛,259,254,36423,9.848857801796104
幹,230,239,34673,22.825424421026653
感,257,262,37784,13.892443989449804
漢,259,246,37967,9.848857801796104
慣,246,239,41585,11.704699910719626
管,245,235,32118,15.811388300841896
関,252,239,43673,11.180339887498949
歓,231,253,38691,19.235384061671343
監,232,262,38514,21.633307652783937
緩,243,256,42625,9.219544457292887
憾,255,252,43978,5.385164807134504
還,265,256,41191,16.15549442140351
館,250,252,42640,2.0
環,253,235,39959,15.297058540778355
簡,253,245,41738,5.830951894845301
観,248,252,44009,2.8284271247461903
韓,249,246,41450,4.123105625617661
艦,237,261,49611,17.029386365926403
鑑,244,256,45798,8.48528137423857
丸,263,273,25149,26.419689627245813
含,258,258,26479,11.313708498984761
岸,244,236,28083,15.231546211727817
岩,255,250,28363,5.0
玩,247,262,30313,12.36931687685298
眼,224,244,41993,26.68332812825267
頑,262,251,36403,12.041594578792296
顔,258,246,40013,8.94427190999916
願,247,250,46065,3.0
企,253,275,26934,25.179356624028344
伎,250,255,31484,5.0
危,249,266,31328,16.0312195418814
机,240,252,33965,10.198039027185569
気,265,260,26577,18.027756377319946
岐,225,253,37158,25.179356624028344
希,255,251,31578,5.0990195135927845
忌,256,275,29145,25.709920264364882
汽,253,242,25489,8.54400374531753
奇,263,247,28904,13.341664064126334
祈,245,247,32565,5.830951894845301
季,262,230,29850,23.323807579381203
紀,238,266,34611,20.0
軌,234,252,39229,16.1245154965971
既,248,249,41096,2.23606797749979
記,249,269,32687,19.026297590440446
起,253,272,36772,22.20360331117452
飢,245,252,39417,5.385164807134504
鬼,259,266,35194,18.35755975068582
帰,255,249,35621,5.0990195135927845
基,262,259,34419,15.0
寄,256,241,31992,10.816653826391969
規,262,251,37754,12.041594578792296
亀,252,268,40503,18.110770276274835
喜,257,253,30888,7.615773105863909
幾,258,253,38757,8.54400374531753
揮,246,240,39910,10.770329614269007
期,264,236,40021,19.79898987322333
棋,245,243,37967,8.602325267042627
貴,255,248,34200,5.385164807134504
棄,258,252,38383,8.246211251235321
毀,246,246,40364,5.656854249492381
旗,249,251,39095,1.4142135623730951
器,253,251,37876,3.1622776601683795
畿,250,257,42388,7.0
輝,253,236,41977,14.317821063276353
機,257,245,45565,8.602325267042627
騎,242,247,42888,8.54400374531753
技,244,257,33696,9.219544457292887
宜,249,264,28780,14.035668847618199
偽,253,257,36702,7.615773105863909
欺,240,239,36175,14.866068747318506
義,258,263,37378,15.264337522473747
疑,249,247,38140,3.1622776601683795
儀,256,258,42952,10.0
戯,249,256,43366,6.082762530298219
擬,245,248,42841,5.385164807134504
犠,249,252,44971,2.23606797749979
議,258,268,42387,19.697715603592208
菊,263,247,36589,13.341664064126334
吉,256,262,23455,13.416407864998739
喫,242,232,39611,19.697715603592208
詰,247,266,33891,16.278820596099706
却,269,246,34469,19.4164878389476
客,249,247,32349,3.1622776601683795
脚,252,244,46152,6.324555320336759
逆,258,267,35419,18.788294228055936
虐,255,254,34543,6.4031242374328485
九,266,272,21826,27.202941017470888
久,248,255,19634,5.385164807134504
及,256,253,29046,6.708203932499369
弓,271,242,20165,22.47220505424423
丘,251,279,22479,29.017236257093817
旧,236,249,30447,14.035668847618199
休,242,245,31855,9.433981132056603
吸,236,241,37286,16.64331697709324
朽,244,236,30535,15.231546211727817
臼,243,258,24494,10.63014581273465
求,256,257,27586,9.219544457292887
究,263,247,31854,13.341664064126334
泣,237,259,26065,15.811388300841896
急,254,277,29116,27.294688127912362
級,238,255,40486,13.0
糾,232,251,35021,18.027756377319946
宮,247,251,28071,3.1622776601683795
救,241,253,36731,9.486832980505138
球,250,245,34633,5.0
給,229,259,35726,22.847319317591726
嗅,242,242,37611,11.313708498984761
窮,254,249,40390,4.123105625617661
牛,240,226,20307,26.0
去,253,271,23511,21.213203435596427
巨,217,250,23653,33.0
居,251,250,32689,1.0
拒,233,251,32671,17.029386365926403
拠,246,256,43322,7.211102550927978
挙,259,237,30142,15.811388300841896
虚,254,265,37161,15.524174696260024
許,236,248,31178,14.142135623730951
距,224,250,38173,26.0
魚,252,257,30546,7.280109889280518
御,262,248,44776,12.165525060596439
漁,256,259,35968,10.816653826391969
凶,249,249,32396,1.4142135623730951
共,256,244,24902,8.48528137423857
叫,236,234,30794,21.2602916254693
狂,242,253,28319,8.54400374531753
京,254,258,26641,8.94427190999916
享,257,237,25880,14.7648230602334
供,243,242,33742,10.63014581273465
協,254,260,38804,10.770329614269007
況,257,256,33136,9.219544457292887
峡,225,249,38144,25.019992006393608
挟,243,248,34175,7.280109889280518
狭,247,249,34003,3.1622776601683795
恐,252,255,34132,5.385164807134504
恭,251,248,32284,2.23606797749979
胸,252,252,45529,2.8284271247461903
脅,258,247,35013,8.54400374531753
強,251,255,39168,5.0990195135927845
教,245,248,38220,5.385164807134504
郷,256,238,43415,13.416407864998739
境,261,253,37634,11.40175425099138
橋,255,252,43505,5.385164807134504
矯,258,249,41869,8.06225774829855
鏡,253,257,42711,7.615773105863909
競,256,259,40419,10.816653826391969
響,252,236,42367,14.142135623730951
驚,247,236,42174,14.317821063276353
仰,253,247,36982,4.242640687119285
暁,234,250,41764,16.0
業,262,239,34113,16.278820596099706
凝,254,254,40484,5.656854249492381
曲,243,261,38955,13.038404810405298
局,262,251,33008,12.041594578792296
極,247,249,41107,3.1622776601683795
玉,268,267,20970,24.758836806279895
巾,245,249,26043,5.0990195135927845
斤,240,236,21078,17.204650534085253
均,257,243,30499,9.899494936611665
近,253,271,31319,21.213203435596427
金,262,273,28578,25.942243542145693
菌,250,254,38829,4.0
勤,251,246,41527,4.123105625617661
琴,257,225,32742,25.96150997149434
筋,245,249,36615,5.0990195135927845
僅,254,251,40663,4.123105625617661
禁,256,237,33404,14.317821063276353
緊,237,240,39104,16.401219466856727
錦,256,252,40321,6.324555320336759
謹,255,252,40521,5.385164807134504
襟,248,239,40520,11.180339887498949
吟,224,231,27978,32.202484376209235
銀,246,252,41020,4.47213595499958
区,216,249,26283,34.0147027033899
句,276,248,27021,26.076809620810597
苦,254,241,27724,9.848857801796104
駆,236,248,42565,14.142135623730951
具,250,247,26920,3.0
惧,239,245,37592,12.083045973594572
愚,251,257,39149,7.0710678118654755
空,264,248,28124,14.142135623730951
偶,260,251,42525,10.04987562112089
遇,263,261,42603,17.029386365926403
隅,241,245,43910,10.295630140987
串,245,242,29658,9.433981132056603
屈,258,256,35845,10.0
掘,252,256,44301,6.324555320336759
窟,257,252,38670,7.280109889280518
熊,250,244,39433,6.0
繰,244,253,42640,6.708203932499369
君,257,244,29629,9.219544457292887
訓,263,248,38650,13.152946437965905
勲,245,242,40266,9.433981132056603
薫,252,248,40136,2.8284271247461903
軍,252,233,32699,17.11724276862369
郡,253,242,39678,8.54400374531753
群,239,244,37355,12.529964086141668
兄,263,255,28069,13.92838827718412
刑,271,241,37034,22.847319317591726
形,245,238,32744,13.0
系,256,250,29342,6.0
径,254,251,33683,4.123105625617661
茎,266,256,30765,17.08800749063506
係,256,249,36258,6.082762530298219
型,260,240,34901,14.142135623730951
契,259,240,34431,13.45362404707371
計,229,257,27700,22.135943621178654
恵,250,262,33964,12.0
啓,253,240,33151,10.44030650891055
掲,256,251,40410,6.082762530298219
渓,256,256,31832,8.48528137423857
経,239,255,36647,12.083045973594572
蛍,244,251,33217,6.082762530298219
敬,242,244,39696,10.0
景,253,245,32264,5.830951894845301
軽,240,248,39484,10.198039027185569
傾,252,252,41097,2.8284271247461903
携,248,243,41452,7.280109889280518
継,240,251,44296,10.04987562112089
詣,255,259,37401,10.295630140987
慶,252,250,43905,2.0
憬,249,243,40523,7.0710678118654755
稽,254,245,41224,6.4031242374328485
憩,257,255,39705,8.602325267042627
警,254,234,39275,16.492422502470642
鶏,259,250,38559,9.0
芸,253,249,26856,3.1622776601683795
迎,262,268,38998,21.633307652783937
鯨,241,255,40778,10.295630140987
隙,232,244,40771,18.973665961010276
劇,266,249,45821,16.0312195418814
撃,248,232,40277,18.110770276274835
激,251,253,39193,3.1622776601683795
桁,234,248,33992,16.1245154965971
欠,252,253,21543,3.605551275463989
穴,257,244,19820,9.219544457292887
血,245,283,34518,33.37663853655727
決,245,257,28706,8.602325267042627
結,238,261,36227,16.278820596099706
傑,254,242,40645,8.94427190999916
潔,259,248,38610,9.219544457292887
月,276,239,23530,28.231188426986208
犬,268,249,20746,18.027756377319946
件,233,235,29840,22.67156809750927
見,262,261,30378,16.278820596099706
券,255,245,31517,7.0710678118654755
肩,258,255,33379,9.433981132056603
建,257,258,39666,10.63014581273465
研,248,244,37616,6.324555320336759
県,241,245,32880,10.295630140987
倹,247,251,37067,3.1622776601683795
兼,263,253,37775,13.341664064126334
剣,269,245,38070,19.6468827043885
拳,257,238,33108,13.892443989449804
軒,228,238,34628,25.059928172283335
健,251,255,45146,5.0990195135927845
険,226,250,39901,24.0
圏,246,249,44383,4.123105625617661
堅,245,245,34920,7.0710678118654755
検,243,246,39164,8.06225774829855
嫌,253,250,44802,3.0
献,234,253,41587,16.278820596099706
絹,253,255,40653,5.830951894845301
遣,259,265,39466,17.4928556845359
権,249,252,40982,2.23606797749979
憲,251,262,37738,12.041594578792296
賢,241,235,39457,17.4928556845359
謙,253,259,44747,9.486832980505138
鍵,250,255,46478,5.0
繭,250,263,47492,13.0
顕,244,251,44001,6.082762530298219
験,239,250,44690,11.0
懸,249,250,41863,1.0
元,273,275,23482,33.97057550292606
幻,259,258,25850,12.041594578792296
玄,253,264,24512,14.317821063276353
言,265,257,23792,16.55294535724685
弦,238,258,33075,14.422205101855956
限,222,246,38714,28.284271247461902
原,243,246,34463,8.06225774829855
現,257,248,37754,7.280109889280518
舷,232,257,39382,19.313207915827967
減,259,257,38616,11.40175425099138
源,250,251,38668,1.0
厳,243,255,41239,8.602325267042627
己,245,285,23373,35.35533905932738
戸,242,212,18763,38.8329756778952
古,251,267,22719,17.029386365926403
呼,231,227,32820,29.832867780352597
固,248,251,37517,2.23606797749979
股,244,244,38836,8.48528137423857
虎,259,255,34599,10.295630140987
孤,242,257,38333,10.63014581273465
弧,244,257,39779,9.219544457292887
故,240,262,33749,15.620499351813308
枯,246,255,33355,6.4031242374328485
個,265,254,43422,15.524174696260024
庫,252,244,37547,6.324555320336759
湖,267,248,41315,17.11724276862369
雇,253,260,37134,10.44030650891055
誇,247,253,33896,4.242640687119285
鼓,242,253,36040,8.54400374531753
錮,260,252,47639,10.198039027185569
顧,246,253,45670,5.0
五,258,273,22274,24.351591323771842
互,254,264,24255,14.560219778561036
午,245,226,19183,24.515301344262525
呉,246,240,28497,10.770329614269007
後,249,258,36740,8.06225774829855
娯,244,242,39020,10.0
悟,243,247,35524,7.615773105863909
碁,252,251,34577,2.23606797749979
語,249,261,36201,11.045361017187261
誤,248,251,35475,2.23606797749979
護,256,253,42527,6.708203932499369
口,243,249,19309,7.0710678118654755
工,262,265,14926,19.209372712298546
公,246,267,23291,17.46424919657298
勾,277,253,25685,27.16615541441225
孔,240,262,28331,15.620499351813308
功,262,253,28694,12.36931687685298
巧,259,237,25826,15.811388300841896
広,235,265,26229,21.213203435596427
甲,243,210,27352,40.607881008493905
交,268,253,25643,18.24828759089466
光,265,256,27487,16.15549442140351
向,248,264,30302,14.142135623730951
后,238,257,26792,13.892443989449804
好,229,243,30330,22.135943621178654
江,233,260,22755,19.72308292331602
考,272,235,28861,26.627053911388696
行,241,250,24204,9.0
坑,246,254,30185,5.656854249492381
孝,260,237,28160,16.401219466856727
抗,240,259,34182,13.45362404707371
攻,247,255,29014,5.830951894845301
更,255,251,33182,5.0990195135927845
効,269,245,33341,19.6468827043885
幸,264,235,25726,20.518284528683193
拘,252,250,35758,2.0
肯,250,244,28052,6.0
侯,248,251,33535,2.23606797749979
厚,243,234,32717,17.46424919657298
恒,238,246,32978,12.649110640673518
洪,246,245,31724,6.4031242374328485
皇,256,266,27791,17.08800749063506
紅,218,263,31046,34.539832078341085
荒,258,247,33723,8.54400374531753
郊,270,240,34468,22.360679774997898
香,261,245,32065,12.083045973594572
候,244,255,37325,7.810249675906654
校,245,247,33459,5.830951894845301
耕,248,242,38272,8.246211251235321
航,237,255,39331,13.92838827718412
貢,258,253,30418,8.54400374531753
降,228,242,38255,23.40939982143925
高,252,264,34081,14.142135623730951
康,256,253,38762,6.708203932499369
控,244,244,35132,8.48528137423857
梗,251,243,41631,7.0710678118654755
黄,253,246,34132,5.0
喉,231,242,39102,20.615528128088304
慌,251,247,40096,3.1622776601683795
港,254,254,36965,5.656854249492381
硬,249,253,42190,3.1622776601683795
絞,236,255,35998,14.866068747318506
項,262,249,34637,12.041594578792296
溝,257,247,40606,7.615773105863909
鉱,236,254,36789,14.560219778561036
構,256,244,44630,8.48528137423857
綱,261,254,49266,11.704699910719626
酵,236,242,45327,16.1245154965971
稿,254,252,41148,4.47213595499958
興,249,234,40994,16.0312195418814
衡,247,249,41450,3.1622776601683795
鋼,266,250,51591,16.0
講,259,254,43985,9.848857801796104
購,250,240,46667,10.0
乞,253,276,24457,26.1725046566048
号,258,234,24186,17.88854381999832
合,253,262,24386,12.36931687685298
拷,243,240,37411,12.206555615733702
剛,245,247,49667,5.830951894845301
傲,246,250,43124,4.0
豪,251,254,37078,4.123105625617661
克,265,266,29462,21.93171219946131
告,245,249,26186,5.0990195135927845
谷,252,255,27296,5.385164807134504
刻,278,245,36268,28.442925306655784
国,251,248,36523,2.23606797749979
黒,251,244,32508,6.082762530298219
穀,252,248,39034,2.8284271247461903
酷,236,248,45126,14.142135623730951
獄,244,253,37294,6.708203932499369
骨,246,238,30531,12.649110640673518
駒,245,248,41996,5.385164807134504
込,244,286,27047,36.49657518178932
頃,246,247,36179,5.0
今,271,234,19690,26.40075756488817
困,247,247,36779,4.242640687119285
昆,245,260,33166,11.180339887498949
恨,240,247,37301,10.44030650891055
根,247,249,38035,3.1622776601683795
婚,251,248,41431,2.23606797749979
混,253,260,36292,10.44030650891055
痕,244,254,37711,7.211102550927978
紺,240,253,40736,10.44030650891055
魂,266,259,38029,18.35755975068582
墾,259,250,38781,9.0
懇,253,256,38881,6.708203932499369
左,246,269,22951,19.4164878389476
佐,233,256,29819,18.027756377319946
沙,243,247,27741,7.615773105863909
査,260,261,31580,14.866068747318506
砂,238,247,34426,12.36931687685298
唆,242,244,37811,10.0
差,260,255,27847,11.180339887498949
詐,237,251,32500,13.038404810405298
鎖,255,250,41221,5.0
座,244,251,35011,6.082762530298219
挫,242,250,37206,8.0
才,259,248,20801,9.219544457292887
再,258,249,32694,8.06225774829855
災,250,250,25713,0.0
妻,260,251,34972,10.04987562112089
采,264,251,27729,14.035668847618199
砕,241,249,33706,9.055385138137417
宰,259,232,27230,20.12461179749811
栽,263,253,35775,13.341664064126334
彩,241,243,30244,11.40175425099138
採,243,249,35935,7.0710678118654755
済,251,247,32516,3.1622776601683795
祭,253,244,32080,6.708203932499369
斎,261,258,34233,13.601470508735444
細,255,256,43730,7.810249675906654
菜,266,245,32000,16.76305461424021
最,246,255,36383,6.4031242374328485
裁,254,254,37250,5.656854249492381
債,252,249,38988,2.23606797749979
催,246,252,40952,4.47213595499958
塞,258,256,37637,10.0
歳,261,258,38470,13.601470508735444
載,255,250,41295,5.0
際,226,242,41420,25.298221281347036
埼,253,244,33633,6.708203932499369
在,244,263,27331,14.317821063276353
材,250,240,30916,10.0
剤,273,244,38354,23.769728648009426
財,239,242,34447,13.601470508735444
罪,246,232,34846,18.439088914585774
崎,230,249,41557,20.024984394500787
作,243,237,29010,14.7648230602334
削,254,247,40821,5.0
昨,219,233,32004,35.35533905932738
柵,254,248,50779,4.47213595499958
索,250,252,32390,2.0
策,254,240,35167,10.770329614269007
酢,225,241,39654,26.570660511172846
搾,245,236,36219,14.866068747318506
錯,248,251,40740,2.23606797749979
咲,231,239,32042,21.95449840010015
冊,251,245,40564,5.0990195135927845
札,238,263,28884,17.69180601295413
刷,260,248,44564,10.198039027185569
刹,273,245,36180,23.53720459187964
拶,238,239,34374,16.278820596099706
殺,251,249,36539,1.4142135623730951
察,251,245,34702,5.0990195135927845
撮,245,251,42696,5.0990195135927845
擦,245,247,41356,5.830951894845301
雑,250,248,42059,2.0
皿,247,260,35924,10.44030650891055
三,275,267,10941,30.23243291566195
山,241,273,25663,24.698178070456937
参,248,246,30419,4.47213595499958
桟,257,251,36592,7.0710678118654755
蚕,254,258,35854,8.94427190999916
惨,238,246,36682,12.649110640673518
産,252,259,33424,9.219544457292887
傘,252,249,33013,2.23606797749979
散,236,251,39792,14.035668847618199
算,247,241,34660,9.486832980505138
酸,239,250,45620,11.0
賛,252,238,37104,12.165525060596439
残,266,245,34464,16.76305461424021
斬,237,246,38449,13.601470508735444
暫,242,235,37106,17.0
士,262,275,16927,27.730849247724095
子,263,234,18062,20.615528128088304
支,268,265,24107,23.430749027719962
止,236,285,22465,37.69615364994153
氏,242,263,28619,15.264337522473747
仕,233,251,25507,17.029386365926403
史,254,257,28158,8.06225774829855
司,283,242,26694,33.95585369269929
四,250,240,34039,10.0
市,252,249,27083,2.23606797749979
矢,249,256,23191,6.082762530298219
旨,238,247,29757,12.36931687685298
死,260,251,31313,10.04987562112089
糸,258,263,25542,15.264337522473747
至,260,256,26008,11.661903789690601
伺,270,250,34081,20.0
志,255,282,26705,32.38826948140329
私,234,257,30125,17.46424919657298
使,250,248,36377,2.0
刺,266,245,39781,16.76305461424021
始,248,258,36626,8.246211251235321
姉,248,252,38942,2.8284271247461903
枝,247,250,33804,3.0
祉,240,263,33588,16.401219466856727
肢,236,250,37379,14.0
姿,255,251,31893,5.0990195135927845
思,251,258,34010,8.06225774829855
指,249,252,36885,2.23606797749979
施,256,265,42314,16.15549442140351
師,238,253,41837,12.36931687685298
恣,250,263,31508,13.0
紙,240,257,40863,12.206555615733702
脂,247,248,41705,3.605551275463989
視,262,253,39038,12.36931687685298
紫,244,241,36283,10.816653826391969
詞,270,257,35908,21.18962010041709
歯,253,260,38192,10.44030650891055
嗣,243,256,45455,9.219544457292887
試,253,262,33238,12.36931687685298
詩,252,257,33792,7.280109889280518
資,251,247,34844,3.1622776601683795
飼,259,249,41559,9.055385138137417
誌,246,270,34349,20.396078054371138
雌,245,251,45080,5.0990195135927845
摯,251,237,38097,13.038404810405298
賜,250,245,42670,5.0
諮,245,261,36838,12.083045973594572
示,258,258,21767,11.313708498984761
字,256,232,22822,18.973665961010276
寺,272,245,23325,22.561028345356956
次,256,251,24373,6.082762530298219
