character,G_x,G_y,M,Euclid
奪,247,240,47709,10.44030650891055
棚,266,246,52657,16.492422502470642
誰,246,255,45988,6.4031242374328485
丹,248,226,33457,24.08318915758459
旦,249,256,33258,6.082762530298219
担,246,254,41241,5.656854249492381
単,250,242,39059,8.0
炭,248,248,37226,2.8284271247461903
胆,243,245,45252,8.602325267042627
探,248,239,44483,11.180339887498949
淡,253,257,34090,7.615773105863909
短,249,255,41475,5.0990195135927845
嘆,246,244,50249,7.211102550927978
端,260,254,46013,10.770329614269007
綻,239,255,43853,12.083045973594572
誕,241,259,46863,12.727922061357855
鍛,245,249,48546,5.0990195135927845
団,256,240,43010,11.661903789690601
男,264,232,40398,22.80350850198276
段,243,252,42354,7.280109889280518
断,222,245,45745,28.442925306655784
弾,251,238,45423,12.041594578792296
暖,237,248,50542,13.152946437965905
談,239,252,41262,11.180339887498949
壇,263,256,49544,14.317821063276353
地,257,258,39060,10.63014581273465
池,264,262,35443,18.439088914585774
知,258,256,38535,10.0
値,259,256,46586,10.816653826391969
恥,227,251,40768,23.021728866442675
致,240,247,42110,10.44030650891055
遅,263,252,46209,13.152946437965905
痴,255,255,46538,7.0710678118654755
稚,249,247,46044,3.1622776601683795
置,248,239,53933,11.180339887498949
緻,242,248,48874,8.246211251235321
竹,250,233,28575,17.0
畜,248,260,46345,10.198039027185569
逐,256,256,42007,8.48528137423857
蓄,249,252,51130,2.23606797749979
築,250,250,47119,0.0
秩,239,243,40658,13.038404810405298
窒,249,257,46440,7.0710678118654755
茶,249,234,37378,16.0312195418814
着,255,257,48752,8.602325267042627
嫡,256,251,50753,6.082762530298219
中,248,233,28884,17.11724276862369
仲,255,240,35431,11.180339887498949
虫,251,265,33708,15.033296378372908
沖,260,239,32098,14.866068747318506
宙,249,258,41562,8.06225774829855
忠,249,259,35185,9.055385138137417
抽,262,266,44711,20.0
注,252,266,31335,16.1245154965971
昼,250,252,47280,2.0
柱,242,253,37117,8.54400374531753
衷,251,250,41782,1.0
酎,229,246,45279,21.37755832643195
鋳,252,252,46777,2.8284271247461903
駐,232,253,45051,18.24828759089466
著,257,248,47038,7.280109889280518
貯,230,232,38662,26.90724809414742
丁,248,200,19357,50.039984012787215
弔,262,216,35332,36.05551275463989
庁,237,234,29077,20.615528128088304
兆,252,259,34083,9.219544457292887
町,221,229,38254,35.805027579936315
長,247,242,40861,8.54400374531753
挑,244,255,42374,7.810249675906654
帳,236,248,48302,14.142135623730951
張,245,243,44999,8.602325267042627
彫,230,246,43858,20.396078054371138
眺,229,248,46785,21.095023109728988
釣,247,251,38616,3.1622776601683795
頂,264,235,42786,20.518284528683193
鳥,257,257,41185,9.899494936611665
朝,259,245,47361,10.295630140987
貼,238,257,41093,13.892443989449804
超,253,260,45914,10.44030650891055
腸,250,243,52094,7.0
跳,242,251,47042,8.06225774829855
徴,251,247,45611,3.1622776601683795
嘲,258,241,51347,12.041594578792296
潮,275,246,46697,25.317977802344327
澄,261,251,42236,11.045361017187261
調,261,243,50027,13.038404810405298
聴,246,241,50427,9.848857801796104
懲,252,248,46302,2.8284271247461903
直,246,257,44740,8.06225774829855
勅,250,250,44996,0.0
捗,237,248,39543,13.152946437965905
沈,259,257,33510,11.40175425099138
珍,234,237,35302,20.615528128088304
朕,239,248,44189,11.180339887498949
陳,233,241,50522,19.235384061671343
賃,257,245,47390,8.602325267042627
鎮,252,250,49429,2.0
追,255,271,40150,21.587033144922902
椎,253,250,45073,3.0
墜,243,251,49015,7.0710678118654755
通,265,253,47095,15.297058540778355
痛,260,252,49221,10.198039027185569
塚,254,241,43193,9.848857801796104
漬,265,248,45850,15.132745950421556
坪,251,218,34530,32.01562118716424
爪,252,240,29617,10.198039027185569
鶴,253,250,52650,3.0
低,251,255,39628,5.0990195135927845
呈,249,258,39007,8.06225774829855
廷,245,259,37958,10.295630140987
弟,258,247,40387,8.54400374531753
定,248,250,34787,2.0
底,245,262,42312,13.0
抵,242,257,42610,10.63014581273465
邸,249,246,44034,4.123105625617661
亭,247,230,38687,20.223748416156685
貞,256,261,39360,12.529964086141668
帝,252,235,38012,15.132745950421556
訂,226,237,33788,27.294688127912362
庭,246,261,44821,11.704699910719626
逓,263,258,47181,15.264337522473747
停,257,234,40999,17.46424919657298
偵,262,254,42765,12.649110640673518
堤,254,247,43879,5.0
提,250,250,45763,0.0
程,254,247,45068,5.0
艇,239,259,48754,14.212670403551895
締,248,248,47148,2.8284271247461903
諦,250,248,45991,2.0
泥,259,250,37555,9.0
的,236,251,38056,14.035668847618199
笛,248,254,42994,4.47213595499958
摘,257,250,48957,7.0
滴,268,250,43990,18.0
適,266,262,46787,20.0
敵,231,253,50290,19.235384061671343
溺,274,247,44570,24.186773244895647
迭,255,268,38726,18.681541692269406
哲,243,242,39622,10.63014581273465
鉄,235,252,42485,15.132745950421556
徹,249,252,48919,2.23606797749979
撤,243,253,50364,7.615773105863909
天,249,225,30473,25.019992006393608
典,249,247,43999,3.1622776601683795
店,251,262,36207,12.041594578792296
点,262,266,30937,20.0
展,250,243,48782,7.0
添,254,252,38128,4.47213595499958
転,232,256,43450,18.973665961010276
塡,261,247,46278,11.40175425099138
田,249,242,40433,8.06225774829855
伝,248,262,34640,12.165525060596439
殿,241,241,49226,12.727922061357855
電,253,239,49445,11.40175425099138
斗,261,260,23599,14.866068747318506
吐,224,265,34002,30.01666203960727
妬,246,254,41232,5.656854249492381
徒,248,258,39704,8.246211251235321
途,258,265,40627,17.0
都,253,246,47577,5.0
渡,255,252,43143,5.385164807134504
塗,250,263,42739,13.0
賭,251,247,51022,3.1622776601683795
土,249,295,23577,45.0111097397076
奴,242,247,39037,8.54400374531753
努,243,241,40750,11.40175425099138
度,247,251,43605,3.1622776601683795
怒,246,249,40716,4.123105625617661
刀,278,230,26230,34.40930106817051
冬,243,239,29149,13.038404810405298
灯,235,238,29888,19.209372712298546
当,267,269,34784,25.495097567963924
投,245,253,40494,5.830951894845301
豆,250,250,36011,0.0
東,249,245,43688,5.0990195135927845
到,259,243,40656,11.40175425099138
逃,257,267,40104,18.384776310850235
倒,266,245,44969,16.76305461424021
凍,261,247,42291,11.40175425099138
唐,252,250,47338,2.0
島,240,261,42380,14.866068747318506
桃,249,252,43345,2.23606797749979
討,234,251,36578,16.0312195418814
透,261,256,43941,12.529964086141668
党,254,248,37985,4.47213595499958
悼,254,245,42055,6.4031242374328485
盗,254,275,41363,25.317977802344327
陶,243,245,48366,8.602325267042627
塔,252,244,42237,6.324555320336759
搭,246,248,44449,4.47213595499958
棟,253,244,47771,6.708203932499369
湯,268,247,43927,18.24828759089466
痘,250,256,44068,6.0
登,249,255,42726,5.0990195135927845
答,247,248,39629,3.605551275463989
等,254,237,40916,13.601470508735444
筒,253,242,44503,8.54400374531753
統,243,255,43879,8.602325267042627
稲,260,252,45998,10.198039027185569
踏,243,255,48319,8.602325267042627
糖,252,250,53008,2.0
頭,251,237,47582,13.038404810405298
謄,245,249,54324,5.0990195135927845
藤,246,251,50818,4.123105625617661
闘,250,234,52427,16.0
騰,247,250,55934,3.0
同,252,228,40580,22.090722034374522
洞,273,239,41423,25.495097567963924
胴,259,239,49473,14.212670403551895
動,242,254,49738,8.94427190999916
堂,250,261,42169,11.0
童,250,265,49262,15.0
道,262,263,43964,17.69180601295413
働,258,253,51978,8.54400374531753
銅,260,246,48575,10.770329614269007
導,259,247,46793,9.486832980505138
瞳,239,256,56303,12.529964086141668
峠,234,248,40801,16.1245154965971
匿,234,241,49344,18.35755975068582
特,250,237,40729,13.0
得,263,238,42775,17.69180601295413
督,248,251,45941,2.23606797749979
徳,256,249,44802,6.082762530298219
篤,251,248,45727,2.23606797749979
毒,254,253,47976,5.0
独,253,257,42618,7.615773105863909
読,247,252,45104,3.605551275463989
栃,250,248,42774,2.0
凸,250,263,29827,13.0
突,248,245,38528,5.385164807134504
届,266,248,47165,16.1245154965971
屯,254,258,32881,8.94427190999916
豚,236,238,48426,18.439088914585774
頓,257,242,48004,10.63014581273465
貪,251,253,45279,3.1622776601683795
鈍,246,258,43091,8.94427190999916
曇,250,245,52908,5.0
丼,246,239,35510,11.704699910719626
那,251,233,44842,17.029386365926403
奈,247,248,38507,3.605551275463989
内,253,245,33597,5.830951894845301
梨,245,247,42011,5.830951894845301
謎,245,257,46420,8.602325267042627
鍋,261,249,49927,11.045361017187261
南,252,244,43719,6.324555320336759
軟,231,246,44334,19.4164878389476
難,242,247,53574,8.54400374531753
二,249,264,16640,14.035668847618199
尼,251,241,36272,9.055385138137417
弐,255,244,32249,7.810249675906654
匂,270,247,31661,20.223748416156685
肉,252,249,37785,2.23606797749979
虹,231,264,37292,23.600847442411894
日,248,244,32085,6.324555320336759
入,244,259,20015,10.816653826391969
乳,231,258,35168,20.615528128088304
尿,248,239,40641,11.180339887498949
任,245,256,33233,7.810249675906654
妊,238,258,36828,14.422205101855956
忍,248,243,35804,7.280109889280518
認,239,243,43668,13.038404810405298
寧,248,240,43432,10.198039027185569
熱,237,245,42488,13.92838827718412
年,245,236,32157,14.866068747318506
念,249,260,34323,10.04987562112089
捻,240,256,40171,11.661903789690601
粘,243,258,40553,10.63014581273465
燃,249,243,44072,7.0710678118654755
悩,261,263,42138,17.029386365926403
納,253,257,44740,7.615773105863909
能,243,256,44956,9.219544457292887
脳,248,260,47124,10.198039027185569
農,249,251,51578,1.4142135623730951
濃,262,251,49937,12.041594578792296
把,248,246,41551,4.47213595499958
波,254,258,38608,8.94427190999916
派,253,248,36315,3.605551275463989
破,244,254,47241,7.211102550927978
覇,249,234,56463,16.0312195418814
馬,257,236,40615,15.652475842498529
婆,251,251,45128,1.4142135623730951
罵,255,234,49190,16.76305461424021
拝,249,234,39683,16.0312195418814
杯,236,226,35667,27.784887978899608
背,253,242,40621,8.54400374531753
肺,244,248,44737,6.324555320336759
俳,245,248,39463,5.385164807134504
配,229,243,46895,22.135943621178654
排,242,247,41633,8.54400374531753
敗,235,244,41794,16.15549442140351
廃,253,251,48625,3.1622776601683795
輩,249,243,51673,7.0710678118654755
売,253,248,38817,3.605551275463989
倍,254,253,40091,5.0
梅,255,251,48268,5.0990195135927845
培,258,250,39377,8.0
陪,233,246,44122,17.46424919657298
媒,250,244,46001,6.0
買,251,231,48712,19.026297590440446
賠,242,248,45666,8.246211251235321
白,249,265,32874,15.033296378372908
伯,266,262,37846,20.0
拍,258,260,40017,12.806248474865697
泊,271,262,35109,24.186773244895647
迫,256,272,38079,22.80350850198276
剝,260,254,43220,10.770329614269007
舶,255,260,47475,11.180339887498949
博,262,239,46351,16.278820596099706
薄,263,240,47728,16.401219466856727
麦,243,250,42148,7.0
漠,266,248,43705,16.1245154965971
縛,255,245,49531,7.0710678118654755
爆,254,246,50748,5.656854249492381
箱,259,251,46692,9.055385138137417
箸,254,249,48817,4.123105625617661
畑,269,249,45804,19.026297590440446
肌,235,248,41765,15.132745950421556
八,251,247,19525,3.1622776601683795
鉢,236,251,41264,14.035668847618199
発,252,243,41703,7.280109889280518
髪,239,254,48636,11.704699910719626
伐,256,251,35299,6.082762530298219
抜,238,260,41708,15.620499351813308
罰,250,236,46689,14.0
閥,252,233,50065,17.11724276862369
反,242,244,35281,10.0
半,248,237,29305,13.152946437965905
氾,259,253,30176,9.486832980505138
犯,247,251,36787,3.1622776601683795
帆,234,247,42445,16.278820596099706
汎,249,250,32070,1.0
伴,248,238,36224,12.165525060596439
判,265,238,37111,19.209372712298546
坂,248,250,39843,2.0
阪,228,241,44912,23.769728648009426
板,244,250,42932,6.0
版,243,251,44455,7.0710678118654755
班,253,244,39710,6.708203932499369
畔,227,232,43491,29.206163733020468
般,243,257,45578,9.899494936611665
販,237,240,47228,16.401219466856727
斑,251,245,41632,5.0990195135927845
飯,239,249,48390,11.045361017187261
搬,245,253,51314,5.830951894845301
煩,254,245,45796,6.4031242374328485
頒,259,243,47381,11.40175425099138
範,241,252,49044,9.219544457292887
繁,241,240,47539,13.45362404707371
藩,258,252,49675,8.246211251235321
晩,232,251,47203,18.027756377319946
番,248,251,47172,2.23606797749979
蛮,249,260,43761,10.04987562112089
盤,248,264,50439,14.142135623730951
比,244,270,30854,20.8806130178211
皮,247,258,37267,8.54400374531753
妃,243,256,37465,9.219544457292887
否,249,237,38118,13.038404810405298
批,239,262,39912,16.278820596099706
彼,250,255,42448,5.0
披,245,256,44467,7.810249675906654
肥,244,240,45376,11.661903789690601
非,245,245,35016,7.0710678118654755
卑,250,235,38701,15.0
飛,252,233,43226,17.11724276862369
疲,247,255,45355,5.830951894845301
秘,240,256,42149,11.661903789690601
被,250,254,43667,4.0
悲,247,250,39845,3.0
扉,252,232,48237,18.110770276274835
費,251,239,53000,11.045361017187261
碑,252,237,46212,13.152946437965905
罷,247,240,50289,10.44030650891055
避,255,257,46657,8.602325267042627
尾,254,244,45253,7.211102550927978
眉,264,242,46542,16.1245154965971
美,249,249,40978,1.4142135623730951
備,263,253,51545,13.341664064126334
微,252,247,45912,3.605551275463989
鼻,246,253,49157,5.0
膝,238,248,47909,12.165525060596439
肘,240,247,38458,10.44030650891055
匹,227,238,36552,25.942243542145693
必,239,280,32381,31.953090617340916
泌,250,267,34703,17.0
筆,251,242,47688,8.06225774829855
姫,249,251,44933,1.4142135623730951
百,249,238,37657,12.041594578792296
氷,243,258,30590,10.63014581273465
表,248,253,41453,3.605551275463989
俵,251,253,45408,3.1622776601683795
票,247,231,46690,19.235384061671343
評,238,228,40271,25.059928172283335
漂,265,238,44936,19.209372712298546
標,254,236,49685,14.560219778561036
苗,249,250,42755,1.0
秒,233,242,36454,18.788294228055936
病,254,247,43596,5.0
描,256,257,47298,9.219544457292887
猫,257,253,48669,7.615773105863909
品,249,265,39047,15.033296378372908
浜,251,254,34597,4.123105625617661
貧,246,250,43138,4.0
賓,247,243,48206,7.615773105863909
頻,256,241,47735,10.816653826391969
敏,238,256,48507,13.416407864998739
瓶,246,253,47058,5.0
不,246,202,26867,48.16637831516918
夫,250,254,29820,4.0
父,250,263,25114,13.0
付,251,244,29352,6.082762530298219
布,251,245,33817,5.0990195135927845
扶,238,255,36842,13.0
府,250,244,38752,6.0
怖,250,241,40679,9.0
阜,248,243,38981,7.280109889280518
附,230,240,41956,22.360679774997898
訃,217,255,34733,33.37663853655727
負,244,258,40725,10.0
赴,231,264,37508,23.600847442411894
浮,259,241,33025,12.727922061357855
婦,256,243,47142,9.219544457292887
符,248,233,35488,17.11724276862369
富,249,257,48614,7.0710678118654755
普,249,250,44214,1.0
腐,255,251,47460,5.0990195135927845
敷,235,247,50242,15.297058540778355
膚,261,250,51433,11.0
賦,243,248,46737,7.280109889280518
譜,251,255,49505,5.0990195135927845
侮,257,254,46853,8.06225774829855
武,247,254,37855,5.0
部,251,248,44568,2.23606797749979
舞,251,246,49941,4.123105625617661
封,245,252,35832,5.385164807134504
風,247,246,46037,5.0
伏,247,249,33911,3.1622776601683795
服,247,245,47235,5.830951894845301
副,244,256,48050,8.48528137423857
幅,255,252,52100,5.385164807134504
復,254,252,46111,4.47213595499958
福,269,254,48118,19.4164878389476
腹,243,252,51565,7.280109889280518
複,256,250,47842,6.0
覆,256,235,55962,16.15549442140351
払,230,279,32815,35.22782990761707
沸,266,243,42293,17.46424919657298
仏,240,277,29309,28.792360097775937
物,257,244,42786,9.219544457292887
粉,235,249,40980,15.033296378372908
紛,233,258,40408,18.788294228055936
雰,244,225,43886,25.709920264364882
噴,245,244,51079,7.810249675906654
墳,261,245,47757,12.083045973594572
憤,255,244,49457,7.810249675906654
奮,246,255,53566,6.4031242374328485
分,248,253,28364,3.605551275463989
文,251,253,28796,3.1622776601683795
聞,251,232,50299,18.027756377319946
丙,253,224,37800,26.1725046566048
平,249,201,29780,49.01020301937138
兵,249,255,33039,5.0990195135927845
併,248,244,38224,6.324555320336759
並,249,274,37373,24.020824298928627
柄,255,238,44879,13.0
陛,232,246,46034,18.439088914585774
閉,251,229,46387,21.02379604162864
塀,257,240,45417,12.206555615733702
幣,237,232,44018,22.20360331117452
弊,237,234,44885,20.615528128088304
蔽,242,253,47885,8.54400374531753
餅,243,245,45623,8.602325267042627
米,249,248,32143,2.23606797749979
壁,250,254,46927,4.0
璧,252,254,50730,4.47213595499958
癖,249,253,50017,3.1622776601683795
別,259,244,39521,10.816653826391969
蔑,255,244,46933,7.810249675906654
片,232,242,25844,19.697715603592208
辺,260,260,34908,14.142135623730951
返,256,260,40331,11.661903789690601
変,244,253,39143,6.708203932499369
偏,264,255,50859,14.866068747318506
遍,267,255,51019,17.72004514666935
編,257,255,54529,8.602325267042627
弁,245,245,30793,7.0710678118654755
便,255,244,45888,7.810249675906654
勉,248,261,46129,11.180339887498949
歩,244,249,33361,6.082762530298219
保,253,246,41146,5.0
哺,256,248,48897,6.324555320336759
捕,261,252,49742,11.180339887498949
補,265,248,48528,15.132745950421556
舗,262,254,53437,12.649110640673518
母,255,240,39438,11.180339887498949
募,246,244,48881,7.211102550927978
墓,248,259,50907,9.219544457292887
慕,246,243,47358,8.06225774829855
暮,248,251,52089,2.23606797749979
簿,262,244,47737,13.416407864998739
方,253,246,28302,5.0
包,256,263,34616,14.317821063276353
芳,249,230,35597,20.024984394500787
邦,254,234,38226,16.492422502470642
奉,248,236,43863,14.142135623730951
宝,253,260,36620,10.44030650891055
抱,252,256,41634,6.324555320336759
放,241,258,39525,12.041594578792296
法,259,263,34232,15.811388300841896
泡,267,257,36375,18.384776310850235
胞,246,254,45665,5.656854249492381
俸,251,240,46388,10.04987562112089
倣,247,254,44913,5.0
峰,238,249,46825,12.041594578792296
砲,252,256,44850,6.324555320336759
崩,267,262,46020,20.808652046684813
訪,237,254,38915,13.601470508735444
報,249,247,47714,3.1622776601683795
蜂,243,249,47780,7.0710678118654755
豊,250,255,50943,5.0
飽,249,256,47361,6.082762530298219
褒,252,247,47343,3.605551275463989
縫,248,257,49988,7.280109889280518
亡,232,260,22582,20.591260281974
乏,243,263,30510,14.7648230602334
忙,228,244,29811,22.80350850198276
坊,247,248,34203,3.605551275463989
妨,243,254,38928,8.06225774829855
忘,248,260,32596,10.198039027185569
防,225,244,40122,25.709920264364882
房,253,232,44140,18.24828759089466
肪,236,250,41806,14.0
某,249,244,41656,6.082762530298219
冒,250,236,46473,14.0
剖,257,253,41426,7.615773105863909
紡,236,255,41035,14.866068747318506
望,260,255,45954,11.180339887498949
傍,259,243,43514,11.40175425099138
帽,258,246,52678,8.94427190999916
棒,250,238,46436,12.0
貿,250,249,45604,1.0
貌,249,254,46397,4.123105625617661
暴,250,240,49260,10.0
膨,232,248,46840,18.110770276274835
謀,244,247,46131,6.708203932499369
頰,256,239,48489,12.529964086141668
北,253,261,30470,11.40175425099138
木,249,243,28133,7.0710678118654755
朴,228,241,31374,23.769728648009426
牧,236,247,38664,14.317821063276353
睦,234,258,47859,17.88854381999832
僕,258,246,47804,8.94427190999916
墨,250,251,50651,1.0
撲,252,246,48788,4.47213595499958
没,257,255,34388,8.602325267042627
勃,249,247,42680,3.1622776601683795
堀,265,248,47043,15.132745950421556
本,249,246,31983,4.123105625617661
奔,243,239,37963,13.038404810405298
翻,256,251,53224,6.082762530298219
凡,253,245,28130,5.830951894845301
盆,247,276,40985,26.1725046566048
麻,243,246,43415,8.06225774829855
摩,249,244,47691,6.082762530298219
磨,251,250,48965,1.0
魔,255,255,53020,7.0710678118654755
毎,249,255,43672,5.0990195135927845
妹,240,251,39550,10.04987562112089
枚,241,248,37433,9.219544457292887
昧,225,245,40822,25.495097567963924
埋,261,248,45265,11.180339887498949
幕,248,244,49083,6.324555320336759
膜,247,246,53153,5.0
枕,247,250,38971,3.0
又,251,235,28464,15.033296378372908
末,250,249,32736,1.0
抹,239,251,38756,11.045361017187261
万,255,225,28838,25.495097567963924
満,264,249,45538,14.035668847618199
慢,256,246,50059,7.211102550927978
漫,264,249,46349,14.035668847618199
未,250,251,32680,1.0
味,231,246,39452,19.4164878389476
魅,242,259,49583,12.041594578792296
岬,248,233,46948,17.11724276862369
密,248,249,40254,2.23606797749979
蜜,251,254,48941,4.123105625617661
脈,240,246,46591,10.770329614269007
妙,231,248,36337,19.1049731745428
民,247,244,37849,6.708203932499369
眠,231,242,47817,20.615528128088304
矛,249,225,33381,25.019992006393608
務,247,247,46296,4.242640687119285
無,244,249,44978,6.082762530298219
夢,242,231,46076,20.615528128088304
霧,251,240,54219,10.04987562112089
娘,248,256,45825,6.324555320336759
名,266,265,32549,21.93171219946131
命,249,253,37313,3.1622776601683795
明,255,228,42602,22.561028345356956
迷,255,266,38883,16.76305461424021
冥,250,227,41711,23.0
盟,248,251,49731,2.23606797749979
銘,253,259,43598,9.486832980505138
鳴,249,251,47598,1.4142135623730951
滅,259,256,45157,10.816653826391969
免,245,256,36759,7.810249675906654
面,249,245,48013,5.0990195135927845
綿,256,252,46786,6.324555320336759
麺,257,252,54876,7.280109889280518
茂,259,242,38293,12.041594578792296
模,256,244,49531,8.48528137423857
毛,257,255,32939,8.602325267042627
妄,244,256,37615,8.48528137423857
盲,249,255,41142,5.0990195135927845
耗,245,248,41491,5.385164807134504
猛,253,263,47068,13.341664064126334
網,258,244,50869,10.0
目,250,243,37057,7.0
黙,236,234,44002,21.2602916254693
門,253,204,35235,46.09772228646444
紋,233,255,40776,17.72004514666935
問,250,224,43889,26.0
冶,258,268,33163,19.697715603592208
夜,246,251,40180,4.123105625617661
野,235,226,44542,28.30194339616981
弥,238,252,37330,12.165525060596439
厄,251,242,35382,8.06225774829855
役,252,256,38098,6.324555320336759
約,246,250,37581,4.0
訳,240,237,39931,16.401219466856727
薬,249,247,46486,3.1622776601683795
躍,252,243,53680,7.280109889280518
闇,250,236,52621,14.0
由,249,272,39397,22.02271554554524
油,272,268,40133,28.42534080710379
喩,236,248,46980,14.142135623730951
愉,245,254,44848,6.4031242374328485
諭,241,260,47392,13.45362404707371
輸,242,255,50225,9.433981132056603
癒,248,253,47895,3.605551275463989
唯,242,250,45836,8.0
友,245,261,34743,12.083045973594572
有,251,245,37259,5.0990195135927845
勇,261,238,44795,16.278820596099706
幽,249,266,51252,16.0312195418814
悠,250,253,39446,3.0
郵,244,241,49843,10.816653826391969
湧,272,246,44894,22.360679774997898
猶,257,254,49969,8.06225774829855
裕,250,255,40447,5.0
遊,256,261,44079,12.529964086141668
雄,255,259,47944,10.295630140987
誘,245,246,46393,6.4031242374328485
憂,245,242,51489,9.433981132056603
融,240,254,51225,10.770329614269007
優,260,249,51172,10.04987562112089
与,254,257,29151,8.06225774829855
予,259,213,28365,38.07886552931954
余,247,254,35446,5.0
誉,250,252,45553,2.0
預,257,232,46549,19.313207915827967
幼,259,260,36129,13.45362404707371
用,271,232,41988,27.65863337187866
羊,249,233,31782,17.029386365926403
妖,234,252,38096,16.1245154965971
洋,255,237,32289,13.92838827718412
要,246,232,46767,18.439088914585774
容,250,249,41120,1.0
庸,259,253,53646,9.486832980505138
揚,256,248,49053,6.324555320336759
揺,253,255,45825,5.830951894845301
葉,249,244,47620,6.082762530298219
陽,243,237,49917,14.7648230602334
溶,262,251,40786,12.041594578792296
腰,249,239,53277,11.045361017187261
様,253,247,46347,4.242640687119285
瘍,259,254,50214,9.848857801796104
踊,259,243,51964,11.40175425099138
窯,250,246,45890,4.0
養,252,253,51985,3.605551275463989
擁,252,256,49712,6.324555320336759
謡,253,259,46705,9.486832980505138
曜,248,240,52364,10.198039027185569
抑,253,241,40081,9.486832980505138
沃,250,251,30937,1.0
浴,254,260,35826,10.770329614269007
欲,243,256,41239,9.219544457292887
翌,257,242,42077,10.63014581273465
翼,253,239,52593,11.40175425099138
拉,238,262,36147,16.97056274847714
裸,257,237,47238,14.7648230602334
羅,250,240,52051,10.0
来,248,248,36561,2.8284271247461903
雷,250,239,48549,11.0
頼,252,241,50443,9.219544457292887
絡,242,258,45823,11.313708498984761
落,254,248,41903,4.47213595499958
酪,232,253,52787,18.24828759089466
辣,247,241,45676,9.486832980505138
乱,226,267,36248,29.410882339705484
卵,257,241,41510,11.40175425099138
覧,240,248,48833,10.198039027185569
濫,254,260,45085,10.770329614269007
藍,239,260,49437,14.866068747318506
欄,267,241,57336,19.235384061671343
吏,247,248,38488,3.605551275463989
利,260,237,35898,16.401219466856727
里,249,248,44332,2.23606797749979
理,259,239,46922,14.212670403551895
痢,253,248,44937,3.605551275463989
裏,247,251,50714,3.1622776601683795
履,252,240,53292,10.198039027185569
璃,265,243,47166,16.55294535724685
離,241,254,54365,9.848857801796104
陸,236,249,46829,14.035668847618199
立,251,278,28133,28.0178514522438
律,258,240,43739,12.806248474865697
慄,257,235,47796,16.55294535724685
略,231,248,48899,19.1049731745428
柳,260,241,45977,13.45362404707371
流,257,253,37743,7.615773105863909
留,257,255,44160,8.602325267042627
竜,255,255,44887,7.0710678118654755
粒,239,252,39316,11.180339887498949
隆,236,250,48015,14.0
硫,249,250,45520,1.0
侶,264,254,40340,14.560219778561036
旅,245,249,41069,5.0990195135927845
虜,261,255,51441,12.083045973594572
慮,256,257,48169,9.219544457292887
了,258,204,18727,46.69047011971501
両,252,232,43569,18.110770276274835
良,248,259,37665,9.219544457292887
料,241,243,37555,11.40175425099138
涼,259,253,35512,9.486832980505138
猟,247,253,46310,4.242640687119285
陵,233,246,47566,17.46424919657298
量,250,253,52158,3.0
僚,254,241,47261,9.848857801796104
領,263,238,46870,17.69180601295413
寮,248,241,47113,9.219544457292887
療,252,246,50820,4.47213595499958
瞭,232,243,52152,19.313207915827967
糧,257,250,56433,7.0
力,274,261,25546,26.40075756488817
緑,244,252,46313,6.324555320336759
林,246,240,36744,10.770329614269007
厘,254,247,48301,5.0
倫,253,260,45836,10.44030650891055
輪,246,256,51347,7.211102550927978
隣,237,243,49486,14.7648230602334
臨,239,259,52199,14.212670403551895
瑠,266,246,48937,16.492422502470642
涙,259,243,41091,11.40175425099138
累,248,234,43007,16.1245154965971
塁,251,250,46504,1.0
類,254,238,49474,12.649110640673518
令,261,238,29628,16.278820596099706
礼,235,262,29558,19.209372712298546
冷,258,244,31486,10.0
励,250,254,43737,4.0
戻,249,234,42549,16.0312195418814
例,267,243,41750,18.384776310850235
鈴,240,246,41587,10.770329614269007
零,256,220,45493,30.59411708155671
霊,249,249,51446,1.4142135623730951
隷,251,249,48122,1.4142135623730951
齢,230,255,48481,20.615528128088304
麗,247,243,54868,7.615773105863909
暦,251,239,49083,11.045361017187261
歴,249,240,46225,10.04987562112089
列,265,234,34816,21.93171219946131
劣,244,258,32576,10.0
烈,251,236,35887,14.035668847618199
裂,243,250,45145,7.0
恋,249,252,36474,2.23606797749979
連,263,262,46015,17.69180601295413
廉,253,249,53797,3.1622776601683795
練,245,249,49459,5.0990195135927845
錬,250,247,49894,3.0
呂,248,250,35521,2.0
炉,240,228,35541,24.166091947189145
賂,240,250,46651,10.0
路,244,252,46647,6.324555320336759
露,246,245,54304,6.4031242374328485
老,253,255,36508,5.830951894845301
労,252,244,33472,6.324555320336759
弄,244,225,38444,25.709920264364882
郎,250,244,43097,6.0
朗,263,245,46858,13.92838827718412
浪,256,255,39582,7.810249675906654
廊,250,253,48528,3.0
楼,253,249,45963,3.1622776601683795
漏,263,248,49506,13.152946437965905
籠,248,255,54368,5.385164807134504
六,248,243,23428,7.280109889280518
録,247,248,46662,3.605551275463989
麓,248,251,54282,2.23606797749979
論,246,261,49536,11.704699910719626
和,258,244,39079,10.0
話,246,259,43398,9.848857801796104
賄,245,246,47385,6.4031242374328485
脇,248,259,49253,9.219544457292887
惑,251,251,42138,1.4142135623730951
枠,239,236,36854,17.804493814764857
湾,267,245,39952,17.72004514666935
腕,246,249,50732,4.123105625617661
丑,252,257,37130,7.280109889280518
丞,251,261,37409,11.045361017187261
乃,271,235,26699,25.80697580112788
之,242,273,25775,24.351591323771842
乎,250,227,28972,23.0
也,260,265,33600,18.027756377319946
