character,G_x,G_y,M,Euclid
拝,248,230,53068,20.09975124224178
杯,233,232,49847,24.758836806279895
背,252,240,50328,10.198039027185569
肺,242,246,58356,8.94427190999916
俳,247,248,54684,3.605551275463989
配,225,245,59535,25.495097567963924
排,247,250,54572,3.0
敗,237,247,56889,13.341664064126334
廃,254,254,65111,5.656854249492381
輩,246,248,60491,4.47213595499958
売,253,244,49142,6.708203932499369
倍,255,256,54050,7.810249675906654
梅,254,254,62836,5.656854249492381
培,261,250,53087,11.0
陪,238,248,57071,12.165525060596439
媒,247,253,65586,4.242640687119285
買,247,234,58028,16.278820596099706
賠,246,251,61391,4.123105625617661
白,248,266,41598,16.1245154965971
伯,265,259,50368,17.4928556845359
拍,259,258,50718,12.041594578792296
泊,272,267,44374,27.80287754891569
迫,258,267,49749,18.788294228055936
剝,245,246,5460,6.4031242374328485
舶,252,261,61904,11.180339887498949
博,261,237,59537,17.029386365926403
薄,263,241,60906,15.811388300841896
麦,246,253,53844,5.0
漠,264,253,57459,14.317821063276353
縛,255,243,66931,8.602325267042627
爆,253,242,66162,8.54400374531753
箱,258,253,62736,8.54400374531753
箸,253,248,63018,3.605551275463989
畑,264,251,60593,14.035668847618199
肌,229,245,54783,21.587033144922902
八,253,240,26966,10.44030650891055
鉢,239,256,57862,12.529964086141668
発,248,242,60246,8.246211251235321
髪,241,253,63597,9.486832980505138
伐,254,256,48116,7.211102550927978
抜,245,258,54131,9.433981132056603
罰,254,236,60787,14.560219778561036
閥,249,238,66486,12.041594578792296
反,241,245,46048,10.295630140987
半,250,234,36274,16.0
氾,255,256,37750,7.810249675906654
犯,238,249,47445,12.041594578792296
帆,232,247,54022,18.24828759089466
汎,252,253,40241,3.605551275463989
伴,249,242,49138,8.06225774829855
判,266,237,46816,20.615528128088304
坂,251,247,53922,3.1622776601683795
阪,228,245,61645,22.561028345356956
板,245,252,58196,5.385164807134504
版,244,252,60449,6.324555320336759
班,254,248,53108,4.47213595499958
畔,228,235,54587,26.627053911388696
般,240,257,61610,12.206555615733702
販,239,245,61451,12.083045973594572
斑,253,251,55649,3.1622776601683795
飯,242,256,63782,10.0
搬,247,253,66387,4.242640687119285
煩,256,244,60286,8.48528137423857
頒,260,245,57200,11.180339887498949
範,240,251,63940,10.04987562112089
繁,244,247,64741,6.708203932499369
藩,256,252,64444,6.324555320336759
晩,234,249,60802,16.0312195418814
番,249,248,62879,2.23606797749979
蛮,250,255,56868,5.0
盤,248,263,66982,13.152946437965905
比,239,272,39804,24.596747752497688
皮,245,260,49940,11.180339887498949
妃,234,252,49606,16.1245154965971
否,249,238,50184,12.041594578792296
批,240,257,51307,12.206555615733702
彼,250,258,54968,8.0
披,249,256,59031,6.082762530298219
肥,235,237,57510,19.849433241279208
非,245,248,46516,5.385164807134504
卑,250,242,50968,8.0
飛,251,234,58559,16.0312195418814
疲,250,261,59266,11.0
秘,241,259,54469,12.727922061357855
被,250,256,59870,6.0
悲,243,249,50545,7.0710678118654755
扉,249,236,59508,14.035668847618199
費,247,240,63324,10.44030650891055
碑,251,240,61576,10.04987562112089
罷,245,238,64721,13.0
避,257,254,61796,8.06225774829855
尾,253,240,57251,10.44030650891055
眉,265,241,60619,17.4928556845359
美,248,248,57074,2.8284271247461903
備,259,254,67285,9.848857801796104
微,255,248,61807,5.385164807134504
鼻,245,256,59147,7.810249675906654
膝,242,245,65678,9.433981132056603
肘,237,243,48509,14.7648230602334
匹,226,238,49702,26.832815729997478
必,239,280,39697,31.953090617340916
泌,253,274,43657,24.186773244895647
筆,251,249,62315,1.4142135623730951
姫,248,251,62541,2.23606797749979
百,251,239,45944,11.045361017187261
氷,244,252,40668,6.324555320336759
表,247,255,54733,5.830951894845301
俵,250,255,60076,5.0
票,249,232,63048,18.027756377319946
評,240,230,54396,22.360679774997898
漂,265,235,57963,21.213203435596427
標,253,238,65249,12.36931687685298
苗,250,251,56023,1.0
秒,231,245,49016,19.6468827043885
病,255,248,57440,5.385164807134504
描,258,257,61104,10.63014581273465
猫,259,251,64910,9.055385138137417
品,249,259,49913,9.055385138137417
浜,256,256,44960,8.48528137423857
貧,245,255,55441,7.0710678118654755
賓,249,245,60355,5.0990195135927845
頻,255,245,62252,7.0710678118654755
敏,242,257,64819,10.63014581273465
瓶,244,253,60004,6.708203932499369
不,249,202,36002,48.010415536631214
夫,248,257,40866,7.280109889280518
父,251,263,33705,13.038404810405298
付,248,242,40045,8.246211251235321
布,249,243,45263,7.0710678118654755
扶,241,254,49945,9.848857801796104
府,246,244,50301,7.211102550927978
怖,255,243,52226,8.602325267042627
阜,246,246,49765,5.656854249492381
附,228,238,55468,25.059928172283335
訃,217,252,45716,33.06055050963308
負,247,256,53403,6.708203932499369
赴,228,266,48032,27.202941017470888
浮,265,235,44580,21.213203435596427
婦,254,244,65751,7.211102550927978
符,250,235,46727,15.0
富,250,259,62067,9.0
普,249,249,58250,1.4142135623730951
腐,252,252,61176,2.8284271247461903
敷,239,250,64530,11.0
膚,263,250,60459,13.0
賦,242,248,65093,8.246211251235321
譜,252,257,68694,7.280109889280518
侮,255,251,60073,5.0990195135927845
武,242,255,50296,9.433981132056603
部,248,248,58504,2.8284271247461903
舞,250,244,67104,6.0
封,243,250,48107,7.0
風,245,242,61675,9.433981132056603
伏,246,248,46167,4.47213595499958
服,243,246,62605,8.06225774829855
副,247,251,60399,3.1622776601683795
幅,254,254,63878,5.656854249492381
復,254,256,59965,7.211102550927978
福,267,255,61474,17.72004514666935
腹,246,253,67218,5.0
複,252,253,61721,3.605551275463989
覆,253,239,66911,11.40175425099138
払,234,271,42255,26.40075756488817
沸,266,244,54506,17.08800749063506
仏,240,274,39156,26.0
物,259,247,58236,9.486832980505138
粉,234,248,52523,16.1245154965971
紛,234,256,53069,17.08800749063506
雰,246,226,54965,24.331050121192877
噴,250,247,62113,3.0
墳,265,248,59338,15.132745950421556
憤,260,248,61135,10.198039027185569
奮,243,248,64968,7.280109889280518
分,249,251,35659,1.4142135623730951
文,251,254,39650,4.123105625617661
聞,251,234,64423,16.0312195418814
丙,251,220,46834,30.01666203960727
平,250,207,38375,43.0
兵,250,255,41561,5.0
併,250,245,51050,5.0
並,250,271,47041,21.0
柄,258,242,58655,11.313708498984761
陛,230,248,60546,20.09975124224178
閉,249,229,60850,21.02379604162864
塀,263,234,60564,20.615528128088304
幣,241,235,56342,17.4928556845359
弊,240,238,57717,15.620499351813308
蔽,241,253,62172,9.486832980505138
餅,244,249,63209,6.082762530298219
米,251,248,43114,2.23606797749979
壁,247,254,63556,5.0
璧,253,251,65420,3.1622776601683795
癖,252,252,64189,2.8284271247461903
別,262,242,50711,14.422205101855956
蔑,255,243,63391,8.602325267042627
片,234,239,34875,19.4164878389476
辺,258,259,44636,12.041594578792296
返,255,257,56482,8.602325267042627
変,240,254,54432,10.770329614269007
偏,262,255,64943,13.0
遍,265,255,65030,15.811388300841896
編,257,253,70850,7.615773105863909
弁,240,246,41560,10.770329614269007
便,253,247,60462,4.242640687119285
勉,247,259,57415,9.486832980505138
歩,244,246,44396,7.211102550927978
保,249,247,55824,3.1622776601683795
哺,255,248,63366,5.385164807134504
捕,263,250,62645,13.0
補,262,252,63293,12.165525060596439
舗,258,258,68781,11.313708498984761
母,255,238,49358,13.0
募,245,245,60482,7.0710678118654755
墓,248,259,67013,9.219544457292887
慕,246,241,60033,9.848857801796104
暮,251,249,64932,1.4142135623730951
簿,264,243,58690,15.652475842498529
方,252,245,36312,5.385164807134504
包,257,256,46827,9.219544457292887
芳,249,230,48220,20.024984394500787
邦,255,235,53749,15.811388300841896
奉,247,244,59135,6.708203932499369
宝,254,260,48040,10.770329614269007
抱,245,254,54550,6.4031242374328485
放,245,259,52610,10.295630140987
法,262,267,46746,20.808652046684813
泡,260,259,48491,13.45362404707371
胞,239,254,62634,11.704699910719626
俸,249,248,61198,2.23606797749979
倣,249,256,59312,6.082762530298219
峰,244,246,56862,7.211102550927978
砲,242,257,59280,10.63014581273465
崩,263,254,58008,13.601470508735444
訪,242,255,54348,9.433981132056603
報,250,249,65479,1.0
蜂,243,251,61455,7.0710678118654755
豊,249,254,63662,4.123105625617661
飽,242,257,63377,10.63014581273465
褒,250,249,62571,1.0
縫,249,260,67201,10.04987562112089
亡,226,258,28898,25.298221281347036
乏,242,259,41388,12.041594578792296
忙,232,243,38432,19.313207915827967
坊,253,248,46575,3.605551275463989
妨,243,256,53516,9.219544457292887
忘,242,260,43177,12.806248474865697
防,228,245,54540,22.561028345356956
房,251,230,60113,20.024984394500787
肪,242,250,57664,8.0
某,252,249,56419,2.23606797749979
冒,249,235,58476,15.033296378372908
剖,258,253,55938,8.54400374531753
紡,239,256,57359,12.529964086141668
望,260,255,59250,11.180339887498949
傍,253,247,57642,4.242640687119285
帽,258,244,66636,10.0
棒,248,242,63007,8.246211251235321
貿,257,246,61213,8.06225774829855
貌,250,252,62571,2.0
暴,247,244,65508,6.708203932499369
膨,233,247,63499,17.26267650163207
謀,244,250,66127,6.0
頰,245,246,5460,6.4031242374328485
北,250,261,39105,11.0
木,249,242,40184,8.06225774829855
朴,231,244,38144,19.924858845171276
牧,243,246,54710,8.06225774829855
睦,234,258,64937,17.88854381999832
僕,254,248,64912,4.47213595499958
墨,252,250,67480,2.0
撲,250,248,64262,2.0
没,255,255,46981,7.0710678118654755
勃,253,248,58964,3.605551275463989
堀,265,247,64031,15.297058540778355
本,249,248,45958,2.23606797749979
奔,243,243,52704,9.899494936611665
翻,251,252,77607,2.23606797749979
凡,254,243,36903,8.06225774829855
盆,243,276,52932,26.92582403567252
麻,249,252,59384,2.23606797749979
摩,249,245,65291,5.0990195135927845
磨,249,252,68191,2.23606797749979
魔,254,248,70392,4.47213595499958
毎,254,250,56905,4.0
妹,240,256,56324,11.661903789690601
枚,244,252,51901,6.324555320336759
昧,229,249,57748,21.02379604162864
埋,264,245,61546,14.866068747318506
幕,249,242,63316,8.06225774829855
膜,246,246,68432,5.656854249492381
枕,241,255,54878,10.295630140987
又,249,237,38584,13.038404810405298
末,250,248,46639,2.0
抹,243,252,53816,7.280109889280518
万,258,225,37795,26.248809496813376
満,266,250,59798,16.0
慢,258,245,64516,9.433981132056603
漫,263,253,58455,13.341664064126334
未,249,257,43855,7.0710678118654755
味,235,252,52434,15.132745950421556
魅,244,258,64495,10.0
岬,254,226,57671,24.331050121192877
密,244,251,54133,6.082762530298219
蜜,246,259,63894,9.848857801796104
脈,237,246,58393,13.601470508735444
妙,233,250,52407,17.0
民,245,243,52804,8.602325267042627
眠,233,240,64885,19.72308292331602
矛,246,222,47022,28.284271247461902
務,251,248,64475,2.23606797749979
無,248,246,61613,4.47213595499958
夢,245,234,61561,16.76305461424021
霧,252,244,66202,6.324555320336759
娘,248,255,63349,5.385164807134504
名,261,261,46279,15.556349186104045
命,247,252,49323,3.605551275463989
明,255,230,56525,20.615528128088304
迷,258,261,55102,13.601470508735444
冥,251,230,55981,20.024984394500787
盟,251,250,64621,1.0
銘,253,261,61116,11.40175425099138
鳴,252,242,58720,8.246211251235321
滅,261,262,56560,16.278820596099706
免,245,256,52152,7.810249675906654
面,251,244,61496,6.082762530298219
綿,258,253,66731,8.54400374531753
麺,254,251,71351,4.123105625617661
茂,260,244,53601,11.661903789690601
模,254,247,65720,5.0
毛,256,248,43832,6.324555320336759
妄,246,259,52823,9.848857801796104
盲,250,248,54682,2.0
耗,240,246,57576,10.770329614269007
猛,250,257,60489,7.0
網,259,246,66920,9.848857801796104
目,249,242,45816,8.06225774829855
黙,237,233,60266,21.400934559032695
門,251,206,48874,44.01136216933077
紋,238,257,55989,13.892443989449804
問,250,224,59759,26.0
冶,261,268,44885,21.095023109728988
夜,248,253,54083,3.605551275463989
野,236,227,62637,26.92582403567252
弥,234,245,50857,16.76305461424021
厄,247,242,47767,8.54400374531753
役,249,254,52596,4.123105625617661
約,244,250,47865,6.0
訳,241,241,58245,12.727922061357855
薬,250,249,62328,1.0
躍,254,249,73033,4.123105625617661
闇,250,242,69218,8.0
由,249,266,49969,16.0312195418814
油,273,271,51509,31.144823004794873
喩,242,249,61133,8.06225774829855
愉,253,255,59726,5.830951894845301
諭,240,261,64808,14.866068747318506
輸,240,256,69778,11.661903789690601
癒,247,251,63116,3.1622776601683795
唯,244,251,62451,6.082762530298219
友,248,262,45225,12.165525060596439
有,253,245,49228,5.830951894845301
勇,257,241,59806,11.40175425099138
幽,248,264,63585,14.142135623730951
悠,250,253,54172,3.0
郵,244,244,69324,8.48528137423857
湧,274,245,59995,24.515301344262525
猶,255,256,68821,7.810249675906654
裕,244,257,55529,9.219544457292887
遊,256,261,60176,12.529964086141668
雄,256,260,65027,11.661903789690601
誘,247,244,65272,6.708203932499369
憂,242,244,65150,10.0
融,243,256,66927,9.219544457292887
優,249,255,69584,5.0990195135927845
与,255,242,39446,9.433981132056603
予,259,209,37345,41.97618372363071
余,247,260,50711,10.44030650891055
誉,248,247,58242,3.605551275463989
預,258,230,60294,21.540659228538015
幼,261,258,49825,13.601470508735444
用,269,229,54252,28.319604517012593
羊,251,237,43769,13.038404810405298
妖,237,249,55320,13.038404810405298
洋,263,243,43371,14.7648230602334
要,246,238,66371,12.649110640673518
容,248,244,55496,6.324555320336759
庸,255,249,67347,5.0990195135927845
揚,259,249,65502,9.055385138137417
揺,254,257,60252,8.06225774829855
葉,254,245,63076,6.4031242374328485
陽,241,236,67053,16.64331697709324
溶,261,254,55643,11.704699910719626
腰,254,239,72342,11.704699910719626
様,252,249,63535,2.23606797749979
瘍,253,252,60437,3.605551275463989
踊,256,247,70969,6.708203932499369
窯,251,244,58904,6.082762530298219
養,252,253,66419,3.605551275463989
擁,254,252,68818,4.47213595499958
謡,248,257,67027,7.280109889280518
曜,246,243,71050,8.06225774829855
抑,257,242,54137,10.63014581273465
沃,251,247,43131,3.1622776601683795
浴,254,261,48241,11.704699910719626
欲,247,251,55842,3.1622776601683795
翌,256,243,56276,9.219544457292887
翼,252,245,67310,5.385164807134504
拉,240,261,48018,14.866068747318506
裸,255,237,66122,13.92838827718412
羅,250,241,68196,9.0
来,249,249,50249,1.4142135623730951
雷,249,243,63899,7.0710678118654755
頼,250,245,65720,5.0
絡,244,258,62410,10.0
落,251,246,57539,4.123105625617661
酪,236,257,67494,15.652475842498529
辣,248,250,59026,2.0
乱,222,265,48731,31.76476034853718
卵,255,241,51296,10.295630140987
覧,237,250,57789,13.0
濫,251,260,59301,10.04987562112089
藍,237,257,63658,14.7648230602334
欄,264,242,71603,16.1245154965971
吏,247,247,53089,4.242640687119285
利,260,238,48296,15.620499351813308
里,251,249,58945,1.4142135623730951
理,262,239,60624,16.278820596099706
痢,256,249,58447,6.082762530298219
裏,250,253,67279,3.0
履,247,245,66390,5.830951894845301
璃,263,247,60457,13.341664064126334
離,249,252,71151,2.23606797749979
陸,234,252,62927,16.1245154965971
立,251,273,36347,23.021728866442675
律,261,243,57652,13.038404810405298
慄,259,237,64633,15.811388300841896
略,233,250,64444,17.0
柳,258,243,62811,10.63014581273465
流,256,254,52806,7.211102550927978
留,261,251,61224,11.045361017187261
竜,252,251,60284,2.23606797749979
粒,239,257,51689,13.038404810405298
隆,231,253,67110,19.235384061671343
硫,242,250,60239,8.0
侶,262,253,57132,12.36931687685298
旅,246,251,54467,4.123105625617661
虜,259,259,61474,12.727922061357855
慮,255,259,60624,10.295630140987
了,261,193,25334,58.05170109479997
両,250,235,55786,15.0
良,247,259,48693,9.486832980505138
料,245,245,48411,7.0710678118654755
涼,257,250,49115,7.0
猟,244,249,61395,6.082762530298219
陵,231,247,65780,19.235384061671343
量,250,256,64488,6.0
僚,251,244,62348,6.082762530298219
領,260,246,60356,10.770329614269007
寮,248,239,60499,11.180339887498949
療,249,247,63221,3.1622776601683795
瞭,234,245,67670,16.76305461424021
糧,257,249,69986,7.0710678118654755
力,271,252,34280,21.095023109728988
緑,246,252,64026,4.47213595499958
林,244,248,51305,6.324555320336759
厘,254,244,65366,7.211102550927978
倫,253,259,60583,9.486832980505138
輪,242,256,70130,10.0
隣,238,243,63806,13.892443989449804
臨,237,258,66855,15.264337522473747
瑠,266,249,64923,16.0312195418814
涙,260,250,54866,10.0
累,248,235,58887,15.132745950421556
塁,250,250,59455,0.0
類,253,241,62946,9.486832980505138
令,254,241,40830,9.848857801796104
礼,228,259,40141,23.769728648009426
冷,259,251,41673,9.055385138137417
励,255,249,61557,5.0990195135927845
戻,243,233,58831,18.384776310850235
例,260,242,57519,12.806248474865697
鈴,237,254,58957,13.601470508735444
零,251,223,60821,27.018512172212592
霊,251,248,66522,2.23606797749979
隷,251,247,62799,3.1622776601683795
齢,236,258,64325,16.1245154965971
麗,249,249,68651,1.4142135623730951
暦,250,240,66261,10.0
歴,248,244,63881,6.324555320336759
列,260,232,47839,20.591260281974
劣,242,255,42585,9.433981132056603
烈,249,229,48375,21.02379604162864
裂,244,250,62396,6.0
恋,244,248,47762,6.324555320336759
連,258,257,60524,10.63014581273465
廉,251,253,68828,3.1622776601683795
練,248,253,65699,3.605551275463989
錬,250,251,68403,1.0
呂,247,249,50262,3.1622776601683795
炉,240,225,49239,26.92582403567252
賂,241,252,65097,9.219544457292887
路,243,257,64586,9.899494936611665
露,245,247,69156,5.830951894845301
老,258,254,50691,8.94427190999916
労,256,245,44530,7.810249675906654
弄,245,231,52516,19.6468827043885
郎,248,244,58274,6.324555320336759
朗,261,245,59164,12.083045973594572
浪,258,259,53050,12.041594578792296
廊,254,251,65079,4.123105625617661
楼,252,250,64476,2.0
漏,267,247,64051,17.26267650163207
籠,243,254,66613,8.06225774829855
六,249,241,29603,9.055385138137417
録,243,254,63483,8.06225774829855
麓,249,250,73506,1.0
論,249,263,67134,13.038404810405298
和,260,247,52784,10.44030650891055
話,246,255,61041,6.4031242374328485
賄,247,248,64618,3.605551275463989
脇,246,256,64303,7.211102550927978
惑,248,252,56321,2.8284271247461903
枠,238,241,51106,15.0
湾,261,243,50776,13.038404810405298
腕,242,250,66356,8.0
丑,254,253,47531,5.0
丞,252,259,50471,9.219544457292887
乃,272,231,36448,29.068883707497267
之,242,272,35543,23.40939982143925
乎,248,221,37063,29.068883707497267
也,250,263,44372,13.0
云,248,256,39856,6.324555320336759
亘,249,249,52669,1.4142135623730951
些,244,264,52771,15.231546211727817
亦,246,242,43985,8.94427190999916
亥,244,251,48162,6.082762530298219
亨,250,217,43720,33.0
亮,250,241,51952,9.0
仔,247,237,43768,13.341664064126334
伊,252,225,51885,25.079872407968907
伍,250,262,50768,12.0
伽,263,260,61501,16.401219466856727
佃,269,253,58011,19.235384061671343
佑,253,261,53957,11.40175425099138
伶,244,247,50957,6.708203932499369
侃,247,252,53682,3.605551275463989
侑,254,253,55338,5.0
俄,254,252,60087,4.47213595499958
俠,245,246,5460,6.4031242374328485
俣,252,252,58606,2.8284271247461903
俐,265,246,57566,15.524174696260024
倭,252,253,65596,3.605551275463989
俱,245,246,5460,6.4031242374328485
倦,255,253,61728,5.830951894845301
倖,251,246,55354,4.123105625617661
偲,251,243,58829,7.0710678118654755
傭,262,256,73878,13.416407864998739
儲,257,258,65379,10.63014581273465
允,253,266,40365,16.278820596099706
兎,254,249,51437,4.123105625617661
兜,250,248,51469,2.0
其,248,250,49412,2.0
冴,268,234,44359,24.08318915758459
凌,260,256,53941,11.661903789690601
凜,260,257,59884,12.206555615733702
凧,246,236,52031,14.560219778561036
凪,244,246,54112,7.211102550927978
凰,243,242,61882,10.63014581273465
凱,237,254,60476,13.601470508735444
函,248,248,58202,2.8284271247461903
劉,257,249,65728,7.0710678118654755
劫,262,256,53895,13.416407864998739
勁,253,243,57974,7.615773105863909
勺,284,229,30162,39.96248240537617
勿,266,243,44408,17.46424919657298
匁,251,261,46529,11.045361017187261
匡,231,244,54969,19.924858845171276
廿,251,245,38678,5.0990195135927845
卜,207,245,18227,43.289721643826724
卯,258,243,50172,10.63014581273465
卿,253,242,64716,8.54400374531753
厨,247,237,60371,13.341664064126334
厩,250,240,66410,10.0
叉,248,234,40150,16.1245154965971
叡,244,255,62805,7.810249675906654
叢,246,250,65647,4.0
叶,225,232,37306,30.805843601498726
只,250,232,38930,18.0
吾,248,239,52924,11.180339887498949
吞,245,246,5460,6.4031242374328485
吻,253,246,51394,5.0
哉,246,256,56809,7.211102550927978
哨,257,245,57578,8.602325267042627
啄,245,230,56885,20.615528128088304
哩,251,242,62050,8.06225774829855
喬,249,240,62895,10.04987562112089
喧,250,256,59406,6.0
喰,244,253,60611,6.708203932499369
喋,246,242,61595,8.94427190999916
嘩,250,237,62121,13.0
嘉,250,255,66261,5.0
嘗,248,248,62925,2.8284271247461903
噌,257,248,60328,7.280109889280518
噂,252,244,63318,6.324555320336759
圃,249,243,69665,7.0710678118654755
圭,249,273,44803,23.021728866442675
坐,250,273,47531,23.0
尭,248,252,53420,2.8284271247461903
坦,256,250,50699,6.0
埴,265,251,56232,15.033296378372908
堰,260,244,65711,11.661903789690601
堺,258,229,58646,22.47220505424423
堵,268,252,56052,18.110770276274835
塙,267,252,56535,17.11724276862369
壕,256,248,62263,6.324555320336759
壬,250,256,36449,6.0
夷,252,245,60046,5.385164807134504
奄,257,253,58454,7.615773105863909
奎,245,260,58573,11.180339887498949
套,242,255,59630,9.433981132056603
娃,247,261,57979,11.40175425099138
姪,247,251,60943,3.1622776601683795
姥,250,253,61009,3.0
娩,240,256,60379,11.661903789690601
嬉,252,256,67922,6.324555320336759
孟,249,266,53392,16.0312195418814
宏,249,251,52352,1.4142135623730951
宋,252,242,47496,8.246211251235321
宕,252,253,52840,3.605551275463989
宥,250,236,57154,14.0
寅,249,250,56951,1.0
寓,254,248,59776,4.47213595499958
寵,242,252,64859,8.246211251235321
尖,247,269,40620,19.235384061671343
尤,252,256,39923,6.324555320336759
屑,269,237,60106,23.021728866442675
峨,246,245,61495,6.4031242374328485
峻,244,256,61213,8.48528137423857
崚,244,254,61046,7.211102550927978
嵯,246,259,61043,9.848857801796104
嵩,250,252,55924,2.0
嶺,258,251,63504,8.06225774829855
巌,246,258,66831,8.94427190999916
巫,246,257,53807,8.06225774829855
已,228,245,38545,22.561028345356956
巳,223,241,41754,28.460498941515414
巴,228,236,43953,26.076809620810597
巷,254,249,55234,4.123105625617661
巽,250,243,61344,7.0
帖,240,260,51186,14.142135623730951
幌,244,242,66787,10.0
幡,249,249,69392,1.4142135623730951
庄,247,263,46276,13.341664064126334
庇,242,264,51388,16.1245154965971
庚,253,249,59540,3.1622776601683795
庵,254,252,66484,4.47213595499958
廟,256,253,66078,6.708203932499369
廻,254,243,64555,8.06225774829855
弘,227,261,43376,25.495097567963924
弛,243,254,54812,8.06225774829855
彗,254,247,60092,5.0
彦,246,245,53555,6.4031242374328485
彪,242,258,54242,11.313708498984761
彬,238,247,53677,12.36931687685298
徠,245,248,55246,5.385164807134504
忽,252,252,49277,2.8284271247461903
怜,248,242,49518,8.246211251235321
恢,245,245,53189,7.0710678118654755
恰,250,253,51603,3.0
恕,242,252,54239,8.246211251235321
悌,262,244,57615,13.416407864998739
惟,257,249,59990,7.0710678118654755
惚,254,246,55383,5.656854249492381
悉,249,244,55773,6.082762530298219
惇,259,236,56990,16.64331697709324
惹,249,246,59018,4.123105625617661
惺,261,248,60970,11.180339887498949
惣,249,246,54175,4.123105625617661
慧,250,244,59637,6.0
憐,261,247,61488,11.40175425099138
戊,262,257,43321,13.892443989449804
或,253,259,57413,9.486832980505138
戟,243,254,59603,8.06225774829855
托,246,245,44329,6.4031242374328485
按,252,248,58552,2.8284271247461903
挺,247,254,58850,5.0
挽,246,252,58901,4.47213595499958
掬,259,254,58635,9.848857801796104
捲,249,251,62545,1.4142135623730951
捷,256,255,66924,7.810249675906654
捺,251,248,57076,2.23606797749979
捧,247,245,61050,5.830951894845301
掠,245,247,53864,5.830951894845301
揃,253,254,62033,5.0
摑,245,246,5460,6.4031242374328485
摺,263,249,64544,13.038404810405298
撒,248,250,69263,2.0
撰,252,247,65641,3.605551275463989
撞,259,257,67175,11.40175425099138
播,256,252,68995,6.324555320336759
撫,249,251,64123,1.4142135623730951
擢,258,249,67918,8.06225774829855
孜,245,249,50833,5.0990195135927845
敦,242,248,58319,8.246211251235321
斐,248,250,55808,2.0
斡,232,247,57059,18.24828759089466
斧,243,234,46529,17.46424919657298
斯,242,241,59152,12.041594578792296
於,233,247,45995,17.26267650163207
旭,255,253,55858,5.830951894845301
昂,260,232,52561,20.591260281974
昊,248,239,55639,11.180339887498949
昏,249,249,58756,1.4142135623730951
昌,249,249,59349,1.4142135623730951
昴,258,238,56528,14.422205101855956
晏,247,244,61505,6.708203932499369
晃,250,240,56914,10.0
晒,243,239,65886,13.038404810405298
晋,250,236,56657,14.0
晟,255,246,59664,6.4031242374328485
晦,242,251,63019,8.06225774829855
晨,249,249,62409,1.4142135623730951
智,255,252,60870,5.385164807134504
暉,247,230,67754,20.223748416156685
暢,250,244,66217,6.0
曙,253,240,73304,10.44030650891055
曝,243,239,66888,13.038404810405298
曳,254,258,52985,8.94427190999916
朋,264,237,55858,19.1049731745428
朔,262,241,60079,15.0
杏,253,252,52421,3.605551275463989
杖,242,253,50020,8.54400374531753
杜,237,260,45361,16.401219466856727
李,248,227,49797,23.08679276123039
杭,237,255,49478,13.92838827718412
杵,236,237,46790,19.1049731745428
杷,244,242,56299,10.0
枇,237,259,53827,15.811388300841896
柑,252,247,53905,3.605551275463989
柴,245,251,56162,5.0990195135927845
柘,250,252,55720,2.0
柊,238,243,54020,13.892443989449804
柏,259,256,54244,10.816653826391969
柾,242,258,56021,11.313708498984761
柚,260,261,60042,14.866068747318506
桧,245,256,57590,7.810249675906654
栞,249,236,55257,14.035668847618199
桔,252,255,54186,5.385164807134504
桂,252,257,54677,7.280109889280518
栖,255,247,62781,5.830951894845301
桐,264,240,59722,17.204650534085253
栗,248,232,61606,18.110770276274835
梧,253,248,60194,3.605551275463989
梓,248,242,53386,8.246211251235321
梢,256,250,59757,6.0
梛,256,241,67601,10.816653826391969
梯,257,248,61031,7.280109889280518
桶,267,251,64697,17.029386365926403
梶,255,247,63714,5.830951894845301
椛,246,248,55596,4.47213595499958
梁,250,251,53179,1.0
棲,256,251,68373,6.082762530298219
椋,244,250,55811,6.0
椀,251,250,62643,1.0
楯,260,254,68346,10.770329614269007
楚,252,250,60388,2.0
楕,256,244,61430,8.48528137423857
椿,251,249,65720,1.4142135623730951
楠,261,252,61051,11.180339887498949
楓,246,249,64322,4.123105625617661
椰,250,237,64769,13.0
楢,261,254,65912,11.704699910719626
楊,258,247,65363,8.54400374531753
榎,253,249,67141,3.1622776601683795
樺,258,240,65465,12.806248474865697
榊,257,241,61326,11.40175425099138
榛,249,248,66518,2.23606797749979
槙,254,251,64680,4.123105625617661
槍,250,259,63604,9.0
槌,255,258,59059,9.433981132056603
樫,252,243,67273,7.280109889280518
槻,256,246,67323,7.211102550927978
樟,253,244,63873,6.708203932499369
樋,260,253,66284,10.44030650891055
橘,256,248,65863,6.324555320336759
樽,256,242,63359,10.0
橙,250,251,64765,1.0
檎,251,254,65501,4.123105625617661
檀,257,249,64310,7.0710678118654755
櫂,259,246,68723,9.848857801796104
櫛,254,249,66130,4.123105625617661
櫓,248,251,63829,2.23606797749979
欣,247,250,52561,3.0
欽,238,254,55466,12.649110640673518
歎,234,248,64521,16.1245154965971
此,234,272,46867,27.202941017470888
殆,244,252,58476,6.324555320336759
毅,241,249,64681,9.055385138137417
毘,248,243,58288,7.280109889280518
毬,253,253,55508,4.242640687119285
汀,250,224,29054,26.0
汝,253,267,42197,17.26267650163207
汐,252,246,36346,4.47213595499958
汲,261,251,49465,11.045361017187261
沌,261,258,46078,13.601470508735444
沓,249,259,53524,9.055385138137417
沫,254,254,47683,5.656854249492381
洸,256,259,45959,10.816653826391969
洲,268,247,49387,18.24828759089466
